M_id;T_id;Price_d2.1
71940;330888;нет
82999;349401;нет
79359;332005;26,77
169567;424971;нет
294273;571237;нет
84486;362960;нет
316954;574061;нет
56060;352044;нет
94311;343444;нет
54891;335760;нет
314000;575428;нет
65456;388009;нет
47380;395676;нет
264165;468848;нет
39866;379376;нет
94312;378765;нет
39866;362461;нет
26548;326766;нет
136997;425874;нет
136996;425873;нет
85578;374651;нет
41753;327737;нет
90071;332908;нет
168676;426204;нет
383416;565212;нет
149823;463138;нет
345951;557527;нет
107155;376211;нет
48361;368530;нет
103266;363094;нет
84367;371572;нет
84368;371573;нет
85372;348690;нет
80913;580842;нет
194115;452190;нет
151253;431763;нет
110112;405559;нет
158501;437810;нет
88902;372398;нет
88669;368837;нет
380357;564127;228,17
294324;564234;нет
294323;498701;нет
347807;564126;нет
62091;362537;нет
48198;370551;нет
48197;370377;нет
62755;370229;нет
101126;349195;нет
59699;332470;нет
59700;366020;нет
59702;366021;нет
60451;366022;нет
59705;332472;нет
59701;332473;18,55
60452;370433;нет
101125;376089;27,99
86657;377088;32,61
59706;370434;нет
59703;331845;нет
60453;335820;нет
111236;358314;нет
116708;576445;нет
54659;363038;нет
54660;370366;нет
119199;351581;нет
96290;337773;нет
50807;335941;нет
50808;329114;нет
41704;363955;нет
41705;363839;нет
19732;466958;нет
61845;370924;нет
252910;564244;нет
163981;438144;нет
70494;345269;нет
62454;369890;нет
376750;563943;нет
376749;563944;нет
14864;331654;нет
41455;365488;нет
78114;369680;нет
287932;327022;нет
161226;437911;нет
115517;428038;нет
284612;470078;нет
161227;431716;нет
229125;570888;нет
68704;531813;нет
19990;403624;нет
84672;468704;нет
117676;360242;нет
68705;378853;нет
163050;532535;нет
174471;531082;нет
265037;563849;нет
141451;358767;нет
141449;358765;нет
141450;358766;нет
43709;330864;нет
43709;370175;нет
85934;372196;нет
59236;386098;нет
50241;395675;нет
50248;394818;нет
35170;385346;нет
39071;337054;нет
45552;335002;нет
50837;361625;нет
121775;351567;нет
45551;336244;нет
46553;331634;нет
69101;359807;нет
233738;467185;нет
72591;366359;нет
111684;351227;нет
48928;369886;нет
111680;351220;нет
48838;370548;нет
111683;351224;нет
48927;370549;нет
111639;351225;нет
56669;370550;нет
111681;351221;нет
56670;371205;нет
111638;351222;нет
56671;370176;нет
111682;351223;нет
37913;403010;нет
37913;370019;нет
111637;351226;нет
61709;363357;нет
36502;364555;нет
47927;329592;нет
47928;362655;нет
47926;329283;нет
47924;336707;нет
47923;362964;нет
47928;349144;нет
47928;329593;нет
47928;363804;нет
88943;362848;нет
80550;363745;нет
138355;466710;нет
62088;364969;нет
36600;364000;нет
84365;371574;нет
84366;371575;нет
37237;350856;нет
40637;363840;нет
77728;578755;нет
57830;332723;нет
82385;467208;нет
59834;361696;нет
59835;382547;нет
99590;358434;нет
99591;358435;нет
102185;341909;нет
107752;351733;нет
160339;573521;нет
160340;573708;нет
232804;573937;нет
74102;383018;нет
136999;533977;нет
74103;400441;нет
108682;570990;нет
30062;336326;нет
135053;405501;нет
196870;463360;нет
128877;440016;нет
105713;439399;нет
105712;427707;нет
171748;465900;нет
91956;386815;нет
143763;577682;нет
86649;357104;нет
308370;464158;нет
94275;372143;нет
168770;431034;95,15
89212;370624;нет
17622;366062;нет
67433;343198;нет
194684;467139;нет
194685;467140;нет
194686;467141;нет
138937;425994;нет
112979;405239;нет
112974;402325;нет
115468;405237;нет
112973;402324;нет
112975;402326;нет
112991;402330;нет
59913;402327;нет
112978;402320;нет
112990;402329;нет
112981;402319;нет
112980;402316;нет
112985;402322;нет
112983;405240;нет
112982;402321;нет
112984;402323;нет
112986;405241;нет
112987;402328;нет
112976;405238;нет
330122;576311;нет
153671;359322;нет
153672;447447;нет
121953;355798;нет
106327;388253;нет
106328;393356;нет
105765;462253;160,69
39869;384270;нет
39869;395031;нет
35601;396137;нет
60706;390697;нет
82365;379534;нет
87617;378877;нет
105058;575979;нет
295521;568514;нет
89627;372138;нет
89628;337385;нет
41752;362538;нет
34790;362071;нет
34791;362539;нет
35601;382183;нет
41752;367820;нет
129978;358111;нет
80562;366858;нет
80814;364931;нет
84047;369454;нет
84048;372195;нет
35795;329836;нет
131711;358996;нет
343691;576794;нет
168356;580857;нет
354199;580743;нет
274164;470819;нет
64794;330184;нет
110247;399971;нет
284611;470073;нет
169205;437494;нет
169204;428037;нет
78305;330408;нет
78702;363086;нет
70612;336087;нет
81064;364261;нет
70621;371215;нет
80982;368805;нет
70622;339320;нет
78297;361705;нет
70620;351231;нет
89144;364262;нет
121537;338895;нет
121561;338675;нет
70623;337832;нет
78298;364263;нет
70625;347389;нет
81065;370364;нет
70650;372025;нет
79785;335188;нет
121471;338676;нет
70656;371193;нет
70660;371194;нет
79787;335796;нет
121559;338677;нет
70626;371216;нет
78299;362977;нет
70627;339132;нет
88948;383526;нет
70628;339212;нет
89143;365779;нет
70655;371197;нет
79788;331616;нет
121472;338678;нет
70642;371991;нет
78307;401805;нет
121477;338683;нет
70640;331327;нет
78302;367643;нет
121541;358801;нет
70629;331323;нет
78300;365105;нет
70639;337916;нет
81067;362864;нет
121478;338684;нет
70659;371198;нет
79789;330374;нет
70637;380811;нет
70624;351812;нет
78306;365104;нет
70654;371192;нет
79790;330375;нет
121473;338679;нет
121474;338680;нет
121475;338681;нет
70646;371195;нет
79791;330376;нет
121476;338682;нет
70630;380812;нет
89209;366254;нет
70653;371191;нет
79792;330377;нет
70635;380813;нет
89142;366627;нет
70662;372024;нет
79793;335067;нет
121538;353399;нет
70636;336152;нет
81066;383090;нет
70657;371196;нет
79794;331791;нет
70638;336153;нет
78301;369214;нет
121539;338685;нет
70658;371202;нет
79795;331792;нет
79786;331615;нет
70648;371190;нет
79796;331793;нет
121540;338686;нет
70641;383527;нет
89141;366255;нет
113245;337738;нет
115516;402568;нет
115536;402315;нет
169202;428041;нет
137705;535594;нет
83362;372313;нет
361825;563851;266,26
143758;573268;нет
46488;335203;нет
52121;373324;нет
48872;372627;нет
133215;580528;нет
83347;573938;нет
14857;329295;нет
35762;329296;нет
88382;370341;нет
79158;381447;нет
36505;387587;нет
143791;359158;нет
89074;364807;нет
84514;384123;нет
102186;341910;нет
75377;394573;нет
267023;524207;нет
56578;371534;нет
56577;371533;нет
75378;382622;нет
334757;558700;нет
137506;330785;нет
132044;359381;нет
75377;361535;нет
75381;361422;нет
75379;361534;нет
37269;330784;нет
132374;359380;нет
87443;378323;нет
65132;365613;нет
65132;366491;нет
71050;366492;нет
71051;367059;нет
71052;365614;нет
53012;372801;нет
71703;344501;нет
264084;474276;нет
46709;370257;нет
159748;438722;нет
82271;382536;нет
110618;352802;нет
76705;337157;нет
129802;404729;нет
144774;404730;нет
76886;370383;нет
173388;438239;нет
110617;353544;нет
84114;363937;нет
140461;367070;нет
51382;367071;нет
80702;365416;нет
80703;363627;нет
140462;362307;нет
121498;404952;нет
181419;438541;нет
129806;404556;нет
129804;404554;нет
129805;404555;нет
129803;404553;нет
76852;403510;нет
107942;466672;нет
140466;367320;нет
77973;370247;нет
53240;367689;нет
83414;377280;нет
75964;368953;нет
62267;362321;нет
67073;331598;нет
117732;329442;нет
48181;402665;нет
89906;353959;нет
95153;371833;нет
89907;337678;нет
66195;367774;нет
66194;367324;нет
95152;371834;нет
66167;448091;нет
109212;337251;нет
103849;447998;нет
53236;363638;нет
34249;362489;нет
53239;382296;нет
47897;329282;нет
76852;372339;нет
100162;382833;нет
100163;382834;нет
48479;378600;нет
83839;448000;нет
61537;367688;нет
70491;363933;нет
140465;363934;нет
84117;370167;нет
84118;363932;нет
69440;371300;нет
71751;370306;нет
103619;404951;нет
77727;448003;23,17
176133;438736;нет
120457;425696;нет
62579;363400;нет
85224;334696;нет
79259;365818;нет
79258;364571;нет
73890;370259;нет
73889;336329;нет
73888;369921;нет
181734;438540;нет
73890;418052;нет
96785;403672;нет
168159;339096;нет
48192;363201;нет
79313;351664;нет
79313;381799;нет
74155;418051;нет
74154;371927;нет
74157;418063;нет
74155;366540;нет
74156;418056;нет
65660;363190;нет
73889;363538;нет
129789;403377;нет
87937;378642;нет
155549;432323;нет
57830;362617;нет
129813;403455;нет
96788;355207;нет
47898;362057;нет
94810;340833;нет
94811;340834;нет
96786;404129;нет
77727;390527;23,17
41662;577273;нет
223365;573445;нет
64333;369876;нет
64329;369915;нет
157993;347815;нет
64332;369547;нет
48190;367027;нет
48193;373383;нет
48193;333215;нет
64331;369548;нет
157995;340528;нет
64330;366779;нет
64330;347816;нет
64334;366780;нет
64334;347814;нет
39915;369546;нет
39915;374684;нет
223369;580815;нет
157992;358867;нет
35659;334099;нет
168159;339097;нет
64328;335290;нет
35659;362409;нет
60314;369922;нет
160431;432322;нет
80920;346998;нет
77730;496671;нет
77730;349742;нет
190080;462319;нет
82693;353885;нет
47909;361854;нет
85205;362963;нет
229434;466028;нет
60313;370165;нет
155554;432325;нет
155553;432326;нет
64326;369880;нет
95957;568031;нет
111771;568030;нет
85543;326764;нет
282147;474306;нет
85114;390046;нет
45877;326981;нет
342082;562137;нет
84787;524212;нет
68644;336460;нет
68645;336461;нет
68645;463468;нет
12842;362975;нет
20304;346345;нет
69847;468776;8,81
5481;360937;нет
286249;468801;нет
84788;344574;нет
7335;328875;нет
51344;465910;нет
51346;465911;нет
161861;465912;нет
51350;465913;нет
22921;371926;нет
70942;377691;нет
84789;577196;нет
32137;371066;нет
56734;336462;нет
103285;366667;нет
103279;366666;нет
103287;361263;нет
103288;378769;нет
103281;367965;нет
103282;361443;нет
103268;392345;нет
394457;425898;нет
51555;328944;нет
158203;425166;нет
333051;487127;нет
108081;352404;нет
100562;352393;нет
100563;350884;нет
412741;580980;нет
237761;467209;нет
164627;426085;нет
163603;426025;нет
163601;573883;нет
56735;371928;нет
390759;564593;нет
65076;328524;69,53
188729;464120;нет
191033;464119;нет
51617;335816;нет
285331;465484;нет
120201;437654;нет
120202;424932;нет
168128;417607;нет
355414;559091;199,71
308879;576877;196,86
406573;571359;нет
406572;571360;нет
200712;330651;нет
160457;564246;нет
160458;431940;нет
169142;570933;нет
139390;436310;нет
62406;352752;нет
127889;357764;нет
62407;348604;нет
20505;366539;нет
108058;354507;нет
350234;565162;нет
182766;470110;нет
29579;326799;нет
347742;487131;нет
349021;557569;нет
120203;431179;нет
343592;557570;нет
185284;473743;нет
182764;465509;нет
92049;371841;нет
126442;456450;нет
126443;358308;нет
278393;476287;100,25
400455;567941;нет
230463;466909;нет
85233;364916;нет
85235;364917;нет
85236;364962;нет
90012;573513;нет
138558;573508;нет
85234;382212;нет
88006;573731;нет
309064;573658;нет
22716;367147;нет
76489;347112;нет
97048;432267;нет
36813;386839;нет
36504;369989;нет
193072;467234;нет
82573;373503;нет
103361;398450;нет
298072;572851;нет
291816;576581;нет
44971;369673;нет
84662;468705;нет
69881;376158;нет
70943;336415;нет
360855;559149;нет
71920;362921;нет
100727;384104;нет
183906;487110;нет
73407;351481;нет
126882;358382;нет
97826;336542;нет
134041;358381;нет
48115;327231;нет
34001;358794;нет
137267;467393;нет
159928;328526;нет
105514;404073;нет
117731;405726;нет
88946;358796;нет
165096;431713;нет
185405;463207;нет
276684;477206;нет
276688;477207;нет
276675;477208;нет
48105;364512;нет
48105;363935;нет
397207;569741;нет
328171;567846;нет
328172;567847;нет
328169;567848;нет
113551;404133;нет
91431;329941;нет
48744;335669;нет
188951;440189;нет
68647;576824;нет
102755;576832;10,22
24306;399236;нет
184554;570936;нет
226908;465272;нет
226903;465271;нет
226907;465270;нет
108952;573776;нет
20499;578818;нет
107932;569998;нет
19773;532297;нет
137999;468772;5,84
12840;336381;нет
20489;369760;нет
20584;346354;нет
83806;374634;нет
355421;581839;нет
355421;580724;нет
170581;578790;нет
294574;563937;нет
200563;465808;нет
110099;358219;нет
50237;329594;нет
113679;468818;нет
107315;405885;нет
225731;465660;нет
80818;364396;нет
96292;372817;нет
119200;351824;нет
103349;351777;нет
26551;349403;нет
119200;351731;нет
96291;371897;нет
88679;379243;нет
29108;335728;нет
169196;573729;нет
135577;570950;нет
135568;573689;нет
135580;573582;нет
78097;364175;нет
167485;431731;нет
225727;464791;нет
355418;558768;нет
191588;571358;нет
196660;524208;нет
134483;431064;нет
85205;364607;нет
307069;572848;нет
370183;572845;нет
170786;431595;нет
189583;470685;нет
157182;438889;нет
162984;438888;нет
80820;365407;нет
119201;351826;нет
96294;371893;нет
96293;371898;нет
143793;576031;нет
77163;390910;нет
77608;367736;нет
347705;573916;нет
50239;364055;нет
65778;388255;нет
65779;366257;нет
72585;361771;нет
59548;361773;нет
72586;363805;нет
72630;361108;нет
72630;361088;нет
72630;369464;нет
72630;360966;нет
72630;361149;нет
112962;386376;нет
35862;385597;нет
190150;575682;нет
92391;388515;нет
92392;400979;нет
115761;577133;нет
97410;577132;нет
92390;400981;нет
93008;400982;нет
76026;577155;нет
143350;577552;нет
88860;577110;нет
102842;403029;нет
170577;577533;нет
79161;398256;нет
109264;575406;нет
111179;577503;нет
99966;575458;нет
107117;577275;нет
99962;577274;13,98
126883;439683;нет
221060;464137;нет
82691;331424;нет
94532;353108;нет
69894;578817;нет
69893;366288;нет
66308;366289;нет
31432;327288;нет
22527;331960;нет
49553;370494;нет
166739;431594;нет
287959;578809;нет
143794;465843;нет
142331;465819;нет
226145;468239;нет
150029;425926;нет
95155;338943;нет
95156;338944;нет
27441;397149;нет
27542;386167;нет
169337;431697;нет
169336;431696;нет
167713;468706;нет
167712;468773;10,17
291220;569669;нет
123809;431063;нет
149818;463361;нет
67365;369572;нет
224852;529941;нет
355216;558894;нет
95421;399625;нет
95422;390480;нет
95421;377463;нет
95422;377499;нет
125844;330051;нет
75382;365158;нет
75383;397199;нет
112994;363424;нет
48877;390911;нет
136984;386936;нет
58469;572856;нет
293839;570844;нет
150493;570856;нет
40235;369434;нет
126880;358383;нет
80822;364932;нет
96295;371895;нет
110660;351568;нет
30418;330196;нет
143757;532411;нет
143759;531054;нет
165308;533461;нет
143764;531970;нет
143765;531466;нет
24307;573439;нет
177777;554056;нет
184546;554057;нет
184549;580539;нет
177778;554053;нет
178307;554052;нет
136985;554054;нет
157588;554058;нет
73645;335052;нет
48860;357541;нет
122626;575958;нет
48859;393487;нет
183332;576344;нет
35227;346763;нет
191547;496467;нет
22163;377629;нет
80824;363567;нет
97051;379013;нет
83987;330098;нет
225732;466709;нет
61725;364676;нет
34794;383069;нет
40234;362836;нет
40234;361742;нет
80560;365690;нет
161833;468154;нет
65778;367188;нет
126256;425729;нет
156481;468214;нет
156482;468198;нет
94806;338942;нет
94804;338941;нет
94807;338940;нет
306407;524196;нет
35397;329755;нет
80509;331759;нет
265259;576193;нет
90540;331707;нет
90541;331347;нет
43895;354071;нет
95363;345035;нет
353053;559063;102,64
175553;467144;нет
175548;467148;нет
264087;487092;нет
27808;331629;нет
65412;334092;нет
27808;369982;нет
73092;346628;нет
29584;354072;нет
29585;329221;нет
48906;333607;нет
41666;366560;нет
41667;329212;нет
270927;535592;нет
133311;573699;нет
140008;573380;нет
41666;571028;нет
72317;364534;нет
150105;573607;нет
49556;344511;12,46
13442;372043;нет
110789;531883;нет
84670;336515;нет
5047;362974;нет
49561;347729;нет
69927;345580;нет
126093;383416;нет
126094;383415;нет
71887;366364;нет
120630;403615;нет
71887;365473;нет
71887;332724;нет
116388;524463;нет
71887;332725;нет
74159;363061;нет
464;359958;нет
71887;366365;нет
88792;551572;нет
71887;366363;нет
177835;577705;нет
177834;570944;нет
147095;359342;нет
160424;424780;нет
160426;424781;нет
160425;424779;нет
87423;397569;нет
87425;399909;нет
33190;336524;нет
31691;336523;нет
86965;359237;нет
86963;346253;нет
87420;377348;нет
87426;379368;нет
87427;378610;нет
48829;387405;нет
77817;329268;нет
62164;328551;нет
48120;329889;нет
62063;331173;нет
48121;329890;нет
65661;381762;нет
107699;336756;нет
107703;343005;нет
107700;331657;нет
107705;374838;нет
194721;463461;нет
107704;349449;нет
86368;376708;нет
30987;373860;нет
188395;573322;нет
46088;327232;нет
126884;358384;нет
71199;371311;нет
134484;425897;нет
397168;568557;нет
191359;487154;нет
141636;359455;нет
97050;374454;нет
77600;374455;нет
136836;571007;нет
77602;379888;нет
77603;402254;нет
77604;412358;нет
77596;376242;нет
77605;380036;нет
77594;366233;нет
77595;402255;нет
136837;580947;нет
88359;381194;нет
62089;362129;нет
36598;362239;нет
88360;371576;нет
198793;463268;нет
223395;467657;58,57
225781;467658;128,89
291814;570066;нет
174630;438206;нет
45878;331484;нет
366306;564373;нет
114702;576520;нет
42688;336820;нет
37142;403879;нет
27089;329756;нет
32934;349402;нет
35325;361813;нет
300100;559074;нет
181308;576252;нет
181306;576328;нет
156490;468217;нет
73652;335232;нет
105515;404074;нет
368270;469482;нет
135054;405504;нет
266881;564233;нет
390816;557268;нет
179871;439795;нет
367696;570203;нет
175417;468778;нет
175428;462912;нет
23587;571003;нет
94530;346562;нет
103275;361444;нет
103276;382566;нет
138490;381035;нет
82376;379953;нет
62336;363203;нет
62337;370711;нет
73697;368249;нет
183671;438620;нет
101731;336440;нет
120193;357141;нет
168988;436216;нет
185486;447409;нет
185479;447805;нет
200736;357615;нет
30847;335929;нет
29805;350871;нет
170115;573442;нет
120166;373100;нет
71219;373099;нет
36269;367148;нет
46596;364103;нет
38928;371551;нет
88687;383829;нет
61178;361258;нет
358654;573096;нет
358655;573097;нет
358667;573103;нет
170123;576326;нет
61180;362284;нет
61181;361146;нет
38928;362947;нет
30853;331974;нет
33481;371548;нет
40773;386203;нет
133344;358669;нет
32872;369596;нет
11658;364379;нет
113228;337861;нет
70570;337045;нет
73904;365053;нет
113230;337862;нет
70572;370708;нет
121484;382129;нет
121627;402933;нет
62226;366331;нет
73905;371199;нет
121625;382128;нет
70574;366598;нет
113231;337863;нет
70575;366625;нет
113232;337864;нет
70576;371200;нет
71964;363908;нет
34563;365870;нет
70577;371201;нет
121485;381518;нет
28114;362578;нет
121645;381519;нет
28611;365645;нет
121643;381517;нет
70579;333907;нет
113234;337865;нет
113234;336921;нет
62227;365646;нет
70580;368807;нет
121486;382451;нет
73908;365050;нет
121566;382450;нет
113235;337866;нет
113259;338894;нет
48094;380190;нет
70524;336631;нет
121497;382981;нет
121770;382982;нет
73909;369783;нет
121574;382917;нет
113236;371014;нет
89210;403583;нет
113237;371952;нет
121487;382453;нет
70583;370530;нет
23217;369810;нет
71884;371787;нет
113238;337868;нет
70585;366626;нет
121488;382455;нет
73910;366654;нет
121682;382454;нет
113239;372088;нет
70586;370453;нет
113239;371953;нет
70588;338489;нет
62231;401197;нет
113240;337869;нет
113241;337870;нет
28613;365424;нет
48104;378596;нет
70517;383801;нет
121489;382049;нет
121693;382240;нет
71885;366292;нет
121567;382252;нет
113242;337871;нет
70590;372741;нет
121490;382051;нет
121699;382052;нет
71886;366293;нет
121568;382050;нет
113243;338707;нет
70591;332150;нет
23034;383674;нет
71965;366295;нет
34564;371208;нет
21957;363170;нет
70594;370570;нет
113244;371017;нет
113245;338738;нет
70595;332149;нет
121492;381547;нет
27605;370666;нет
121715;381548;нет
73911;366294;нет
62234;361982;нет
121570;381546;нет
113246;338417;нет
70596;368514;нет
27606;388177;нет
168241;580445;нет
168241;580299;нет
168241;580372;нет
113247;338418;нет
70598;368515;нет
27609;366724;нет
113248;338419;нет
70522;365684;нет
73914;366296;нет
62236;363603;нет
70600;370472;нет
113249;337681;нет
23028;363897;нет
70601;370571;нет
113251;338888;нет
70603;337944;нет
113251;371890;нет
71966;370531;нет
28618;381578;нет
121725;381553;нет
121572;405767;нет
48102;363115;нет
23038;369812;нет
28619;361842;нет
113253;338889;нет
23040;369817;нет
21961;369813;нет
113254;338890;нет
70605;372036;нет
71887;370655;нет
121755;382223;нет
113250;337682;нет
70606;370572;нет
113255;338891;нет
70607;362976;нет
113248;337995;нет
113256;338892;нет
70608;369752;нет
105051;372809;нет
113257;358868;нет
70523;348292;нет
73913;370656;нет
121495;382757;нет
121766;382916;нет
121764;382756;нет
121496;382512;нет
121573;382456;нет
113258;338893;нет
70609;337945;нет
28706;361843;нет
70581;337046;нет
113236;337867;нет
121493;381549;нет
121732;381551;нет
121727;381550;нет
113244;338708;нет
121491;402934;нет
73915;370659;нет
23035;365867;нет
121569;381545;нет
28618;370942;нет
88871;399755;нет
75819;335199;нет
32281;365677;нет
71220;372446;нет
30849;330389;нет
183784;580531;нет
134746;425995;нет
162900;425997;нет
85385;366027;нет
120432;373645;нет
62169;372638;нет
38926;373480;нет
71221;362185;нет
95368;337680;нет
44346;371209;нет
34800;362859;нет
88846;578761;нет
88846;581842;нет
40786;369998;нет
73853;371969;нет
229125;465495;нет
73853;374205;нет
88847;378006;нет
116666;573688;нет
174071;580606;нет
81259;335160;нет
97634;373096;нет
50271;362948;нет
95366;371835;нет
120458;374639;нет
50271;371786;нет
38929;373098;нет
116671;580583;нет
170132;573644;нет
76712;331059;нет
33118;370714;нет
33119;370715;нет
88864;365805;нет
40773;378348;нет
40775;387982;нет
43062;370500;нет
40784;365422;нет
120430;383368;нет
27547;335933;нет
358662;573102;нет
358662;573105;нет
170134;576204;нет
358656;573098;нет
62168;385046;нет
358657;573099;нет
120428;374640;нет
62584;336585;нет
200808;463359;нет
95371;372812;нет
97628;338024;нет
30867;336219;нет
30866;348293;нет
30852;336220;нет
75810;364377;нет
30868;336221;нет
151345;573684;нет
30865;335706;нет
75811;330945;нет
30854;336512;нет
32945;370363;нет
75812;331975;нет
75814;331733;нет
75815;336250;нет
75817;357814;нет
75816;336548;нет
33085;370398;нет
40435;371550;нет
40770;366770;нет
30850;332652;нет
170138;570970;нет
62166;372360;нет
85388;366028;нет
123282;374637;нет
38927;373095;нет
120427;374638;нет
75834;338342;нет
71213;365676;нет
71213;363763;нет
95367;372815;нет
85390;366026;нет
46599;331702;нет
46599;362949;нет
91881;374641;нет
85392;371871;нет
47284;332176;нет
52956;424721;нет
77868;424722;нет
288607;568165;нет
95369;372813;нет
344068;572788;нет
43062;334096;нет
30851;330390;нет
237473;467436;нет
133348;358672;нет
133417;358675;нет
40438;372744;нет
29740;350654;нет
170151;580610;нет
81621;383513;нет
61117;352559;нет
81622;347660;нет
81623;336336;нет
61118;336495;нет
61115;330270;нет
21959;379626;нет
95370;372814;нет
65524;352869;нет
56794;362868;нет
358658;573101;нет
62165;327151;нет
120460;374636;нет
358659;573100;нет
116557;580900;нет
116676;577693;нет
48093;377122;нет
62237;381376;нет
22618;370706;нет
170167;577689;нет
95372;338552;нет
71223;368580;нет
71223;365896;нет
22175;370657;нет
13637;368181;нет
117404;463596;нет
302064;526017;нет
302062;487196;нет
120121;577018;нет
111645;351918;нет
17625;330615;нет
106220;431562;нет
77145;381332;нет
412738;576568;нет
350238;568817;нет
65868;382124;нет
64464;363757;нет
128279;464773;нет
181039;564239;нет
175835;437493;нет
103277;361445;нет
103278;366665;нет
144676;425076;нет
265039;564685;нет
171884;576803;нет
150941;431031;нет
50809;371225;нет
134485;395201;нет
191360;463105;нет
65461;364958;нет
113549;392502;нет
163;509165;нет
129437;511725;нет
113477;513102;нет
105623;505179;нет
106381;511026;нет
88562;355324;нет
125523;355323;нет
201736;466925;нет
375618;563921;нет
135049;405503;нет
54889;329634;нет
73640;334817;нет
73640;364776;нет
86403;352885;50,8
120562;338896;нет
111221;576709;нет
129045;327831;нет
102045;357656;нет
102043;328105;нет
112900;357657;нет
112902;357658;нет
102042;328106;нет
102040;357653;нет
102044;357654;нет
102041;357655;нет
112904;357659;нет
125563;330823;нет
110095;329566;24,66
86403;347110;50,8
84533;338372;33,46
107215;333872;нет
50868;360990;нет
87994;376874;нет
48870;362683;нет
160422;360367;нет
111363;384189;нет
111364;351682;нет
111366;353422;нет
111367;383425;нет
111365;351683;нет
111368;353451;нет
111369;383426;нет
111370;352923;нет
107737;377300;нет
21274;379758;нет
82352;384512;нет
71225;365648;нет
82364;364197;нет
82363;366043;нет
62075;370522;нет
82362;371401;нет
62076;392811;нет
82245;370598;нет
390815;557269;нет
39886;370771;нет
355215;558893;нет
131230;330095;нет
131228;359871;нет
126870;405526;нет
41940;576512;нет
58641;369642;нет
49115;329774;нет
164132;425749;нет
138584;438286;нет
173225;553912;нет
74022;346001;131,32
115597;402572;нет
115346;387476;нет
115345;390905;нет
115344;396382;нет
115594;402573;нет
103736;326785;нет
68218;331313;нет
47065;331315;нет
48403;378120;12,22
52986;369444;нет
143296;357061;нет
62154;331314;нет
48401;345430;нет
108826;356303;нет
41158;375909;нет
41155;375908;нет
143290;357068;нет
126776;357062;нет
90132;375649;нет
47056;331142;нет
47534;353323;нет
49713;349525;нет
49718;330075;нет
47521;353322;нет
41163;375907;нет
47054;328845;нет
48404;345406;нет
49714;328092;нет
49723;370086;нет
47530;352610;нет
47064;331143;нет
52990;370136;нет
47063;331745;нет
47524;326481;нет
41172;375906;нет
47057;336197;нет
108823;353250;нет
47523;353311;нет
47532;354434;нет
47518;331746;нет
47061;330810;нет
48403;353088;12,22
47060;332220;нет
49715;330076;нет
49720;328586;нет
48402;353055;нет
49716;336247;нет
49716;362396;нет
47536;352864;нет
49717;326312;нет
48400;352940;нет
47058;329977;нет
90140;375648;нет
47527;346084;нет
47059;335515;нет
47520;353052;нет
47055;330865;нет
48399;340893;нет
47531;345579;нет
49719;335516;нет
49719;369393;нет
47531;352611;нет
125720;357063;нет
62153;330183;нет
49723;328637;нет
47062;335328;нет
49722;330563;нет
68219;335276;нет
62156;335326;нет
47529;356304;нет
47052;335517;нет
143289;357065;нет
108822;357647;нет
47517;353613;нет
47053;330564;нет
49713;364796;нет
62155;403928;нет
49718;364579;нет
47054;379782;нет
49714;364580;нет
47064;365239;нет
49723;364581;нет
47060;365240;нет
47062;370357;нет
49715;370358;нет
49717;380059;нет
52992;366543;нет
52989;369392;нет
62158;576645;нет
90137;383222;нет
126777;357066;нет
48401;352941;нет
126778;357067;нет
22717;369445;нет
202130;502898;нет
20922;369456;нет
158336;425009;нет
181355;438355;нет
181354;438344;нет
39426;359806;нет
144681;359472;113,1
79896;365283;нет
144682;359311;116,62
309285;526166;нет
103430;372493;нет
165097;431399;нет
98307;344664;нет
98306;345714;нет
127678;328073;нет
77504;344500;нет
85608;330756;нет
108086;404787;нет
116395;404786;нет
71218;373479;нет
86609;390318;нет
22076;577418;нет
33492;386890;нет
168425;467606;нет
168426;467608;нет
168427;467609;нет
168428;467610;нет
351895;580603;нет
70037;337708;нет
49120;346326;нет
70038;346664;нет
123188;408806;нет
39074;360792;нет
39075;360793;нет
177778;571025;нет
24308;571010;нет
136983;570958;нет
296457;513809;нет
363388;557574;нет
309286;347317;нет
201084;474317;нет
201083;474318;нет
84484;335097;нет
54898;335761;нет
95742;350895;нет
295837;514554;нет
187087;432266;нет
190091;452183;нет
190091;572964;нет
189910;450655;123,28
239552;467355;нет
295629;514288;нет
295628;514287;нет
287063;486989;нет
287062;486990;154,1
142365;565346;94,75
172535;436372;нет
46566;329998;нет
91683;345287;нет
39881;338885;нет
39880;337032;нет
107909;370490;нет
37793;331475;нет
55150;330366;нет
390807;557266;нет
390808;557262;нет
390810;557267;нет
189103;439947;нет
66196;448914;нет
55945;394412;нет
90854;331184;нет
291363;496392;нет
89244;329615;нет
89905;334622;нет
55945;399207;нет
181009;468734;нет
149824;431180;нет
26555;326388;нет
272110;474209;нет
94531;372193;нет
14856;328242;нет
68195;336699;нет
94286;381567;нет
80632;347199;нет
67298;378106;нет
374221;569742;нет
198904;463276;нет
150582;346659;нет
380051;563140;нет
390904;564547;нет
380053;563141;нет
225727;465856;нет
360852;568144;нет
108053;357112;нет
9780;369782;нет
22153;347933;нет
44575;361712;нет
49585;376641;нет
8980;385498;нет
409313;573866;нет
196669;573885;нет
77866;377338;нет
229429;564162;нет
60094;388991;нет
62756;399768;нет
68608;401283;нет
