M_id;T_id;Price_d3
51037;329584;34,04
124534;329176;99,44
29433;327976;96,37
169309;439167;161,35
6494;327846;44,59
6495;348944;73,85
48679;329845;17,71
307051;563117;125,71
40829;335934;115,75
153263;563119;81,69
282157;524316;110,12
13965;328405;88,04
19913;329691;128,22
295304;557239;92,92
155338;331619;118,83
171110;353623;107,84
126052;357503;143,15
112567;407931;28,63
227395;557429;26,27
84209;358251;53,34
70316;330315;93,34
189616;452925;23,01
189617;452926;43,96
37044;329030;41,77
86243;332748;62,28
138458;456440;56,55
138427;438386;92,3
12049;328262;135,31
25334;327224;23,29
187246;438779;48,31
198875;411099;29,5
70319;333277;107,29
115007;409164;89,36
94837;328029;40,92
94684;326355;40,92
155265;326986;81,07
122393;330167;226,21
111289;356904;146,15
40096;336890;89,71
40097;336891;137,77
111509;354353;20,56
144824;328049;81,44
118546;359099;113,46
49875;330765;21,79
95920;347269;77,9
11719;326578;131,68
54966;332601;20,8
98547;332643;50,25
56207;327146;49,18
220707;467296;48,23
220706;467297;48,25
298109;514064;43,6
55226;329561;235,2
90378;414466;20,37
314774;557202;92,28
314775;557851;95,45
365100;574294;23,32
379310;466583;87,94
11929;336904;68,08
95463;356243;264,49
18530;329814;213,97
126559;416061;32,6
3764;327763;47,4
50906;335555;34,73
36343;329152;46,32
88911;336738;61,84
224874;531043;37,7
289652;528922;35,6
265813;486490;194,8
105277;354202;58,62
136597;410829;29,44
11715;333966;121,27
326115;561171;86,16
326116;557443;124,7
196572;562277;123,96
3485;328521;123,51
79497;331467;207,95
79501;332071;215,39
90831;410867;18,89
295311;529890;67,34
324938;569885;56,29
324937;569886;56,8
180834;533796;44,35
298126;563898;66,23
298127;563887;19,55
298117;532710;27,87
298119;563886;51,34
100126;416878;104,31
99291;438366;85,95
161424;564400;36,19
352761;564402;30,13
138609;358268;100,45
138759;360061;40,05
90236;337388;25,98
304107;569920;27,25
33080;385293;77,51
235562;533151;104,21
235562;569884;104,21
271306;328995;35,34
247708;524318;30,49
247709;524319;55,6
99357;353343;78,68
87536;346311;65,99
175343;564159;32
46345;328761;18,91
73997;330301;100,38
66199;350868;40,76
73996;330128;54,82
135585;413231;20,25
74540;331593;37,19
138350;513825;41,39
188472;439639;52,01
99359;346749;20,56
21760;327539;25,94
93031;344249;46,53
171238;436224;54,88
351789;562282;96,68
351790;562288;65,75
351785;562284;220,99
351791;562285;140,59
63232;352278;19,69
141394;426089;84,45
309750;529797;75,2
309754;529798;79,48
193446;529796;79,41
193427;529795;74,43
142281;567828;26,89
51053;329985;50,1
111921;531444;48,14
111919;530929;48,17
111917;531441;48,11
111916;532121;48,13
111918;531648;48,13
129165;332777;41,72
149126;431639;38,87
133818;332980;44,81
19505;327479;37,05
112502;431146;147,24
6865;326305;104,26
54161;329732;27,3
111920;347064;27,29
54164;329984;27,3
54162;334525;27,3
54163;331129;27,31
10338;327302;12,88
110752;407413;130,1
134962;487053;129,68
44536;327705;60,85
97339;354273;119,64
110696;357987;90,33
40651;328545;68,99
83097;327374;75,89
83098;561143;113,87
110698;357714;75,41
110699;336719;136,32
19407;331130;16,54
138846;413223;56,6
158972;470057;82,94
167146;470060;65,35
62224;329306;98,91
86140;350101;90,33
239530;470072;42,4
239531;470074;67,62
174357;466388;132,91
174358;466389;219,97
190532;466390;270,7
190531;466391;147,37
114398;333396;46,26
88541;332244;34,15
274974;496588;79,21
19507;327478;36,23
188003;554043;66,79
55182;329167;132,35
55183;328961;209,82
91338;347235;219,75
80070;335523;212,15
26073;580640;47,85
317303;569577;57,19
317305;565382;62,64
97107;343811;91,52
12360;327509;40,32
12358;326895;58,37
134665;564371;56,8
19111;328549;154,46
41364;328063;51,18
198711;496403;132,76
233063;533755;92,31
11376;327094;129,07
97031;430888;43,45
106167;424724;63,85
149058;436233;75,55
84655;332474;33,35
84657;353202;36,06
84659;346355;54,04
32342;329987;50,59
135202;498713;24,48
318108;564361;117,33
199519;469517;53,04
111831;357805;22,32
136879;359861;13,82
154535;425159;37
178927;531040;29,15
240587;533751;26,6
161805;530926;29,1
143855;532295;205,2
7125;327919;7,43
33101;328231;18,79
13812;327963;39,34
11112;354229;82,74
110766;533531;19,71
27672;328355;312,37
8788;330332;113,65
86011;379720;46,94
11583;361154;385,19
11582;329857;111,94
11581;327185;75
