M_id;T_id;Price_d4
59835;382547;82,7
74102;383018;1,05
136999;533977;0,92
84048;372195;109,04
46488;335203;22,94
143791;359158;51,13
334757;558700;23,98
137506;330785;22,28
37269;330784;19,88
159748;438722;117,98
51382;367071;65,43
117732;329442;22,62
83839;448000;18,24
70491;363933;73,91
103619;404951;44,07
77727;448003;23,91
120457;425696;100,36
77727;390527;23,91
60314;369922;67,25
82693;353885;65,37
229434;466028;15,42
95957;568031;10,76
45877;326981;22,94
84787;524212;9,4
68645;336461;9,2
68645;463468;9,2
69847;468776;8,96
286249;468801;123,5
84788;344574;10,05
70942;377691;5,52
84789;577196;11,15
237761;467209;71,29
163603;426025;71,52
390759;564593;71,75
191033;464119;53,92
51617;335816;35,95
139390;436310;53,99
127889;357764;62,5
20505;366539;44,79
400455;567941;138,22
97048;432267;63,08
36813;386839;125,48
84662;468705;15,97
69881;376158;16,03
48115;327231;22,94
34001;358794;7,8
188951;440189;29,16
68647;576824;5,5
102755;576832;11,07
108952;573776;26,8
20499;578818;9,73
137999;468772;6,34
20584;346354;9,56
110099;358219;35,22
135580;573582;24,38
189583;470685;106,9
162984;438888;299,47
143793;576031;30,96
99966;575458;42,95
107117;577275;19,05
99962;577274;14,29
221060;464137;148,6
69893;366288;8,63
166739;431594;6,49
287959;578809;40,36
143794;465843;46,23
142331;465819;53,15
167713;468706;10
167712;468773;10,51
355216;558894;168,15
125844;330051;54,34
112994;363424;21,45
80822;364932;15,41
73645;335052;23,99
73092;346628;41,11
41666;366560;28,29
41667;329212;57
133311;573699;26,4
41666;571028;28,29
150105;573607;76,9
49556;344511;12,39
13442;372043;14,23
110789;531883;7,96
84670;336515;8,53
49561;347729;8,95
46088;327232;22,73
174630;438206;173,37
45878;331484;22,91
114702;576520;141,07
300100;559074;129,28
73652;335232;22,28
62336;363203;29,92
62337;370711;51,89
61117;352559;16,33
81622;347660;16,31
81623;336336;16,84
61118;336495;17,87
61115;330270;15,68
175835;437493;195,88
54889;329634;22,94
86403;352885;52,92
125563;330823;39,06
86403;347110;52,92
84533;338372;36,12
355215;558893;203,27
131228;359871;365,24
49115;329774;17,87
164132;425749;17,91
138584;438286;17,91
173225;553912;17,91
48403;378120;13,04
48401;345430;13,14
108826;356303;12,88
90132;375649;10,28
47534;353323;13,05
47521;353322;13,01
108823;353250;12,94
47523;353311;13,01
47532;354434;13,11
47518;331746;13,16
48403;353088;13,04
47536;352864;13,08
48400;352940;13,14
47527;346084;13,06
47520;353052;13,01
47529;356304;12,95
143289;357065;12,88
108822;357647;13,05
90137;383222;10,41
48401;352941;13,14
86609;390318;13,38
49120;346326;10,63
123188;408806;38,17
54898;335761;23,15
95742;350895;50,5
187087;432266;166,3
189910;450655;128,37
46566;329998;22,07
9780;369782;8,45
49585;376641;4,57
409313;573866;64,41
77866;377338;9,65
229429;564162;32,24
47885;330185;23,45
30177;346665;23,75
73048;387339;12,25
57753;365229;117,94
275510;555466;60,69
275508;533725;38,74
126131;425992;18,24
107933;346331;10,15
303602;576604;11,44
71672;348852;77,25
138004;468774;8,97
70057;344239;11,46
110793;570875;10,64
84698;468710;10,53
83839;570796;18,24
117323;361911;19,67
89893;408799;33,7
167525;576809;10,27
296915;573331;27,42
177807;573520;21,74
120848;577042;22,42
37331;329729;5,7
45880;326980;22,91
223909;362714;36,95
161003;533281;6,97
161002;468775;11,11
143779;360103;72,9
229435;578747;15,28
157163;447934;152,02
118157;425868;145,39
128975;425871;191,41
347757;564681;54,07
363960;570748;3,14
97720;339045;9,06
97721;339046;14,89
187260;447806;21,56
144909;468946;13,18
173914;573549;16,13
43958;364706;136,32
133191;431719;102,7
228921;527137;62,54
304626;524458;228,3
40979;366017;14,25
47310;335548;15,69
377362;570742;102,32
377343;570738;64,15
377344;570739;64,47
377345;570747;64,38
377346;570741;64,07
377358;570744;63,51
49556;524213;12,39
299366;565393;22,37
299365;565394;21,07
268059;564247;22,75
54896;332101;22,88
88933;332695;85,37
84703;387173;7,54
75865;369676;7,06
75866;365535;14,33
75866;332545;14,33
283383;564243;125,14
46267;370226;22,94
46267;330191;22,94
89911;396049;114,64
116878;576795;16,27
149533;577143;16,26
128980;439411;26,79
352812;557288;66,39
352814;557289;38,12
173424;577680;13,93
88936;404932;58,12
158485;467084;107,13
89915;366932;61,67
89914;366902;104,64
70912;335245;94,8
45633;330744;33,74
45632;330743;43,83
61895;329460;71,8
128974;439413;27,04
128981;439412;31,65
79101;364437;7,77
116876;360873;17,88
116876;463318;17,88
143803;578724;15,78
116863;463312;16,27
116863;360874;16,27
79112;371045;77,81
116878;463315;16,27
116878;362026;16,27
116859;361256;16,34
116865;361257;16,27
27268;371143;78,84
27274;369404;57,89
116876;463317;17,88
230461;576742;49,65
79958;432415;16,7
288611;526098;186,78
187083;450661;160,35
77705;577250;17,79
84723;573474;8,22
300528;533829;70,86
54890;365632;23,75
54890;330353;23,75
266258;578821;26,17
82692;384271;70,18
78103;371236;142,87
80830;364198;16,69
80831;370718;27,21
397006;573860;98,35
62748;364901;72,02
41361;363251;76,53
41362;362458;136,79
80834;364695;20,63
48943;361495;8,66
287964;580883;31,37
143797;465850;36,63
60316;363992;55,17
60316;448204;55,17
143795;580781;38,9
49582;570782;8,47
138820;524214;8,79
110790;532890;8,05
142082;427807;39,36
51622;328928;4,82
175887;578820;6,79
119709;576760;19,07
48904;331590;49,04
108048;359384;52,48
48905;330802;73,98
138829;378930;8,59
5439;533013;9,17
20592;370172;9,71
111393;465849;11,33
111394;531530;24,4
54900;332130;22,94
82693;397355;65,37
78107;363742;55,61
113263;575943;19,7
150197;439952;55,19
129411;410836;14,91
72500;331383;185,81
90830;338636;14,82
49618;330416;100,68
66200;331667;83,22
60242;327851;20,98
39296;333542;7,68
29453;326630;2
36545;327457;20,73
23601;329079;4,1
56304;329955;66,67
63517;332907;56,72
4851;570866;7,53
4850;326537;3,79
135120;431612;199,18
35188;327396;9,07
102653;350363;33,79
102654;335046;128,16
41365;328201;79,78
5558;327110;4,55
81770;335183;90,08
60585;408652;94,86
40427;329059;8,09
7132;372899;9,56
7131;360910;2,09
7133;326774;4,23
14098;326382;3,41
7280;327409;2,39
4900;328663;2,67
4899;327247;1,77
12101;326663;72,37
40554;328412;168,54
122106;358876;37,19
11149;326307;122,48
118516;359477;18,97
340773;562090;66,57
44708;329020;329,08
51208;328758;174,18
64211;337339;176,32
4912;327656;11,36
23608;327758;14,87
18989;436335;12,38
32935;329367;2,96
177857;463221;49,73
284991;557428;10,7
285031;557425;10,51
285005;557427;10,58
285016;557426;10,6
36994;328813;36,28
66229;337331;197,07
75640;347220;6,15
21266;345573;4,07
82890;332536;384,14
30927;424727;43,17
153131;346858;46,53
153132;326841;86,81
108325;462075;78,6
70825;569278;23,96
47414;439612;41,81
38286;346029;12,91
59338;330271;4,7
8051;328567;6,77
21882;326511;60,76
21881;340539;35,34
312664;528960;73,17
195297;466058;65,91
62910;327390;125,78
41398;346546;20,25
47005;329314;13,07
46846;328700;46,73
178478;468844;74,76
40041;329025;196,48
112616;438701;39,5
97227;327861;49,27
30840;327180;103,6
70829;350455;111,73
7583;336474;38,98
117245;327787;56,58
29431;329293;3,86
5645;328470;3,86
23404;327475;19,12
28476;326973;43,78
95379;380607;25,04
16998;326379;61,19
164059;431309;45,02
48143;329571;54,55
50496;335671;53,37
13577;326742;12,31
64453;336310;29,07
145657;431198;55,5
63384;330081;41,14
122913;357165;84,54
329981;567313;55,44
62775;327747;115,72
107787;353605;121,48
169101;465857;9,45
11147;326309;168,95
8609;327344;159,22
69125;364851;8,1
79557;354485;618,31
21595;326392;33,16
79556;335384;212,69
50619;524377;39,52
66070;331679;23,34
66071;532406;38,53
351589;567964;41,5
21777;335927;33,74
23469;328001;19,87
108202;349469;62,64
7968;329342;25,74
298100;561035;39,77
301752;561033;40,48
76130;333310;41,58
60164;364615;25,35
41715;335053;7,1
108587;329420;23,89
50633;346329;15,51
90300;351411;58,44
25476;326391;35,07
25477;470688;54,25
5738;326620;5,9
194014;513875;5,76
145714;437883;13,57
103455;431203;27,1
5106;328228;11,19
44026;431434;9,73
13747;354173;21,52
194445;468783;110,25
194444;467703;115,44
29432;329335;2,46
47981;348893;17,17
82974;338019;43,79
64259;329978;10,99
165713;533082;5,61
12493;336155;16,85
95425;348687;129,54
56114;329743;35,6
129161;437633;48,66
8975;331233;251,51
5798;336143;4,04
5799;563836;10,95
50250;329195;48,9
188375;462082;100,21
21766;328165;2,63
8911;335277;10,4
191063;353405;16,17
111511;354352;15,06
21839;331603;40,31
170571;431874;49,84
32485;327203;61,76
56019;329818;26,87
129224;439060;141,24
62920;327089;102,86
65743;327848;102,86
75105;336592;102,86
62992;369728;11,46
43860;361805;431,15
29360;370379;7,12
21771;328625;6,72
4267;328493;66,87
112941;359193;298,09
133542;331003;15,54
48812;334214;215,84
27418;326340;13,67
7168;570865;8,9
7167;328767;4,47
5882;327892;4,63
136598;410828;32,46
190230;331082;40,04
134114;358175;31,86
28183;327953;7,72
60240;326714;18,37
71293;333225;49,77
112233;407411;13,12
156705;328789;46,93
80069;331967;135,76
94694;358739;115,27
236840;528918;255,18
112037;327690;7,17
47221;331558;117,22
97125;529540;43,87
141075;360054;76,35
135958;333436;124,88
110103;329900;400,3
51209;330208;310,59
55279;329976;275,89
83309;326676;267,54
45718;329469;39,87
5320;328291;137,87
33763;328307;73,26
19209;327806;168,73
137995;487075;5,62
24690;361395;2,83
82892;350252;187,32
4376;349232;41,47
12680;328362;49,96
24124;329988;102,79
223337;327982;31,37
222136;327268;31,8
200612;332816;31,77
223532;327984;31,87
147328;425705;54,31
56211;347824;39,67
71997;336568;18,47
41397;330161;7,19
193845;567297;19,93
108640;357237;45,88
66925;338425;155,69
19208;327807;123,96
145707;438015;135,98
49724;346259;144,72
143812;329723;64,75
143809;329567;39,89
10759;326306;152,03
112059;327054;4,19
41633;336709;40,39
174154;468152;79,85
329974;530002;35,13
289662;554034;40,64
127623;327413;88,68
127622;328226;40,87
25870;328292;21,14
62935;332754;113,16
111931;335099;3,68
327234;569290;20,16
136863;416894;105,63
177870;559153;45,71
36212;332138;27,44
108583;416874;11,83
6122;326880;12,6
82443;530846;8,85
33749;354029;50,1
200616;466438;84,21
23086;337930;8,06
38325;332603;9,53
129473;357044;26,31
394022;572801;31,58
394023;572807;101,46
3946;335589;162,85
174098;568166;16,32
61616;331060;58,84
62326;346961;52,92
140653;348265;59,07
100107;336972;50,75
134936;327447;56,06
134937;326767;120,9
69925;337959;15,15
125387;467175;44,61
301753;561034;48,04
25561;336378;7,86
150688;428256;59,81
61806;336384;25,96
3722;331486;97,93
295153;524394;47,82
51037;329584;33,77
62780;328104;21,5
33354;327809;10,95
6494;327846;45,08
6495;348944;74,54
48679;329845;18,56
282157;524316;106,25
137358;359389;64,95
295304;557239;93,57
155338;331619;119,9
171110;353623;108,94
91590;330298;125,52
126052;357503;147,58
112567;407931;28,91
227395;557429;25,93
37044;329030;41,46
12049;328262;133,41
25334;327224;22,28
111289;356904;137,26
111509;354353;21,44
95920;347269;79,5
54966;332601;20,78
220707;467296;49,05
220706;467297;48,62
314774;557202;90,51
314775;557851;94
18530;329814;219,38
126559;416061;33,2
3764;327763;46,54
50906;335555;34,21
36343;329152;43,82
224874;531043;37,66
136597;410829;29,21
326115;561171;84,18
79494;330222;209,85
79499;329424;211,45
19506;328853;36,32
295311;529890;66,3
27653;329346;14,16
27652;327128;8,8
324938;569885;54,51
328699;557237;69,86
328698;557236;60,28
149232;531115;24,72
161424;564400;35,41
352761;564402;29,35
304107;569920;27,07
235562;533151;101,28
235562;569884;101,28
18364;328591;19,63
175343;564159;32,51
347236;346816;33,23
126009;438024;17,35
46345;328761;19,08
175342;575323;16,88
87616;348040;46,78
66199;350868;40,67
187578;378327;4,95
52065;366508;6,12
22281;327910;5,08
92551;338308;5,33
109796;533914;17,44
74540;331593;36,63
138350;513825;41,45
21467;580714;4,19
17035;393476;1,94
188472;439639;51
99359;346749;20,19
21760;327539;25,49
93031;344249;46
171238;436224;53,19
43070;335598;14,27
22139;379093;2,92
51053;329985;49,95
111921;531444;48,87
111919;530929;48,87
111917;531441;48,87
111916;532121;48,87
111918;531648;48,87
129165;332777;42,15
149126;431639;40,58
133818;332980;47,18
19505;327479;36,32
6865;326305;105,37
54161;329732;27,63
111920;347064;27,54
54164;329984;27,68
54162;334525;27,68
54163;331129;27,68
10338;327302;13,15
110752;407413;131,12
134962;487053;131,12
44536;327705;60,4
117745;431421;51,99
110696;357987;91,85
117720;326270;8,7
83097;327374;75,42
83098;561143;113,31
19407;331130;17,12
138846;413223;58,87
158972;470057;83,91
284980;524330;92,51
239531;470074;69,64
174358;466389;224,79
88541;332244;34,24
274974;496588;80,11
19507;327478;36,25
55182;329167;135,56
55183;328961;213,07
91338;347235;217,27
80070;335523;212,58
26073;580640;47,4
21214;326893;5,98
83939;327564;3,48
24724;326580;3,47
83938;330855;3,48
83936;336427;3,47
83937;331661;3,48
84138;327122;11,62
82155;531490;3,19
10331;327488;3,19
46789;407955;4,24
7368;326478;2,26
4854;326775;9,97
38123;330930;9,68
134665;564371;55,87
41364;328063;50,46
233063;533755;90,86
97031;430888;43,85
106167;424724;64,54
149058;436233;77,01
84655;332474;33,63
84657;353202;36,38
84659;346355;54,58
185313;558702;23,15
185314;558865;37,64
114619;531364;4,43
123745;468169;3,61
4863;380623;2,54
27533;383367;2,5
32342;329987;49,21
135202;498713;24,1
199519;469517;53,79
316953;570131;4,59
136879;359861;13,53
154535;425159;36,42
7291;326514;15,09
142698;533859;1,3
21624;327945;12,08
21626;328626;12,64
17179;347533;17,02
33101;328231;18,07
13812;327963;37,98
49896;369534;6,83
11112;354229;82,39
59772;333214;5,36
86011;379720;46,36
14951;531890;5,55
147054;449837;132,54
284024;527160;171,71
44706;332828;19,42
115213;533030;11,58
170732;375955;82,52
192462;570110;10,39
192463;569914;10,54
192461;569913;10,39
82109;379800;6,1
14121;327878;5,73
46835;328650;2,13
143790;474277;2,22
6216;328060;5,43
112577;333997;7,25
134646;360104;29,1
109059;532686;48,61
38380;379459;3,68
53308;327927;97,05
19510;330203;36,48
29306;328575;82,11
185297;531774;17,91
357916;564377;54,29
357919;564378;68,47
114481;431007;95,82
99692;353274;73,44
168320;533204;9,07
77773;379737;4,48
88242;532665;6,93
77774;345217;10,23
20322;333873;7,23
82960;437297;18,51
84219;437298;16,95
84828;334088;15,25
36915;527195;57,17
54736;528874;26,13
38425;532635;1,22
103437;531326;12,24
19771;570026;10,45
94954;533793;4,4
29430;330680;3,12
110813;356862;3,55
111829;576001;2,09
111829;569862;2,09
5578;531988;1,27
10917;327064;38,13
112053;531328;4,03
50841;431009;4,2
123768;439450;71,71
46354;329804;28,92
104487;356244;166,22
112583;533878;7,83
99379;533652;8,17
14088;327605;9,36
35377;329124;35,95
35378;337954;56,43
294371;558193;77,84
163371;465267;61,18
90901;466472;42,88
11785;327184;74,5
39841;328199;54,61
135957;439020;74,25
66293;333894;5
22052;328636;6,46
22053;327805;32,32
22264;336582;5,58
66295;345739;42,19
22265;326964;8,2
22266;329757;11,41
23083;335355;17,82
130251;436254;5,99
66300;364336;5,99
55278;330805;176,81
65756;351228;98,69
50274;336111;195,89
64210;329173;99,65
20640;327956;287,15
40287;337297;377,3
40286;329554;132,52
94572;353039;104,37
83308;326784;158,63
18565;329520;221,48
18564;329521;103,21
31448;328932;98,72
31449;328933;176,09
17354;326466;236,46
17353;327716;121,5
75626;331054;182,21
121949;413232;9,39
14042;377474;9,74
104086;436191;11,86
273079;496401;167,19
273078;496400;114,39
66001;326945;86,56
159664;531078;70,11
157511;532237;11,34
137844;532120;10,2
159979;532357;18,35
45719;330836;30,78
36733;327819;36,51
3543;564211;58,41
11879;374736;58,58
139572;531847;36,99
108305;426023;19,11
80101;329821;45,12
80102;329218;79,9
80098;328315;80,94
19508;352237;36,48
136061;359478;159,23
94574;533576;19,92
166605;531589;10,39
166606;533922;18,11
20715;328486;85,47
105769;413634;41,81
5250;328519;7,59
63435;330816;20,4
62933;330326;133,34
393192;574308;67,32
136434;531399;12,06
185353;533345;4,8
50212;332798;127,55
49021;332049;72,33
99499;409734;25,43
12123;327402;27,99
74437;328247;44,76
61147;368838;10,07
97001;375937;19,11
66230;332836;333,58
50498;327664;59,21
171694;533767;6,04
197932;569988;8,08
121506;532398;10,59
197933;570113;8,1
121507;531692;10,59
121509;531591;12,05
121510;533894;10,5
121512;533083;11,08
30982;326519;28,81
17027;381432;6,37
8857;329177;7,15
357923;565180;28,8
48825;328472;34,36
111602;533700;2,59
43698;327746;6,13
111602;578832;2,59
93439;531866;13,61
79716;407937;5,52
112754;327053;3,3
17031;366256;2,55
134052;358691;28,78
52412;337605;48,9
114335;331806;111,06
81936;533570;11,96
138340;564105;194,96
174774;439038;35,83
164993;470064;69,93
164996;470065;69,22
129168;358692;69,56
134333;358693;68,27
134331;436232;67,74
46436;333206;420,17
6979;326771;105,85
166735;570297;5,96
141118;437498;10,67
4929;328819;45,31
3969;326413;60,49
39088;378160;47,43
88254;439003;138,42
33462;331034;63,08
88252;526179;59,6
33463;329742;70,79
175048;449883;51,49
99586;532973;59,39
83125;327369;326,16
100082;348535;46,93
99595;329503;90,49
99594;352361;59,4
76689;330684;220,39
43301;553908;46,01
59863;531749;56,58
47424;330934;49,2
145621;532178;27,3
85398;345214;6,97
44381;332840;10,4
27403;327239;10,9
103309;533446;11,92
90538;387679;7,72
112612;331853;45,29
84844;333577;34,86
25837;329318;16,13
19171;327117;16,81
46844;331763;8,78
10271;352277;11,66
88123;375159;9,7
59460;351412;162,01
24125;425888;58,75
65150;348533;59,78
65153;329001;96,96
37680;328088;26,43
22149;327895;7,3
7670;326274;7,74
24720;327135;4,64
38287;327067;13,43
5230;327929;20,32
111857;352339;2,76
36158;335621;2,85
4883;333582;4,18
108150;531480;41,89
145221;425890;84,32
294408;528959;140,77
26679;327009;38,84
39164;360817;31,71
70806;410807;19,08
124341;469445;121,43
6573;330015;106,39
124339;570653;49,74
30976;331272;38,21
124340;436354;80,78
6572;327476;63,56
71998;330876;45,06
129462;360025;17,68
129463;352676;44,01
62911;352509;125,62
87800;379802;5
99703;348684;63,59
13458;327076;45,47
175796;562093;28,48
175798;568386;24,97
175797;559062;35,34
144468;326461;61,18
98216;348167;29,13
17032;327992;3,05
44345;326451;2,88
20705;347924;3,1
112613;329485;3,48
78876;333659;36,09
8307;326614;58,4
126945;345747;47,37
299847;526164;37,66
108638;415930;38,84
110626;353925;24,98
187678;439624;56,41
11559;326564;29,25
6182;326646;150,12
75645;332627;96,08
111763;357637;486,86
6181;328592;8,13
31774;533528;7,95
141579;532548;9,24
68035;338423;131,36
327206;567253;33,83
192868;567905;84,02
83041;330478;46,71
99801;343131;83,5
99805;343938;83,5
99804;343126;114,16
99806;347240;113,62
109287;355343;90,16
109288;355339;204,98
109290;355342;201,17
109293;355341;229,07
143810;329113;64,44
143813;329146;39,51
93065;335198;54,44
134952;530885;20,3
106112;353327;80,57
106113;353326;131,79
379432;564505;98,87
63930;326375;61,83
63931;326427;62,64
183657;329539;80,73
143354;533100;24,81
99967;532173;12,38
108099;531660;16,33
30111;349304;4,38
19489;326849;4,37
9164;347931;5,58
92832;360323;34,99
21434;345968;37
95482;354267;47,91
95481;354266;37,68
12729;328335;65,72
111829;569869;2,09
93381;570198;13,73
84719;532280;8,67
46942;335892;3,46
88024;532225;18,77
63511;338346;62,47
63512;359748;114,26
44761;362218;13,41
93463;340715;32,52
166220;467210;39,61
295211;524230;65,17
287569;524002;64,83
88133;438509;64,89
71802;332544;39,1
301732;527466;66,44
301733;563146;95,22
99820;349197;155,84
99821;347363;120,37
4960;326824;20,67
30695;335940;25,22
112089;413917;11,91
83323;330797;138,41
51222;330477;48,87
112626;530889;10,4
25166;379691;10,4
175732;467510;47,12
191669;465293;115,72
142182;573046;15,22
50019;328668;13,01
45735;329200;9,41
91455;437504;29,43
36159;326603;5,43
110815;328555;5,96
171108;532114;5,42
44021;349811;5,4
82132;378726;6,09
13997;363380;4,05
17176;364002;4
112091;327307;4,43
21857;329487;12,9
6268;326517;17,8
14002;379274;4,12
20402;329196;4,09
