ID_MORION;Money;Quantity
5216;88862,38883;1467,662307
5226;11696,73565;893,7287823
5230;10691,93386;479,0400268
5232;648,5324089;5,344759004
5233;4201,510531;31,60198612
5237;1642,506428;77,09884998
5239;1091704,284;7770,400761
5247;112761,095;638,42997
5248;887434,173;1106,562242
5250;87057,99447;9312,203751
5260;770546,2511;7383,05568
5261;598674,295;1519,945575
5264;540030,0415;2252,744703
5272;1220403,47;19388,7679
5281;519273,1761;60512,5854
5283;165574,4333;19910,33766
5284;1499,10716;170,5352291
5286;101611,2302;659,5099307
5299;700748,3455;10658,98679
5301;105341,0484;2058,030548
5320;5490396,521;36557,22331
5323;35682,72234;179,966713
5338;93571,05025;648,74356
5352;6185519,61;68124,96896
5376;11,65170512;0,692317595
5382;101811,3953;886,8021936
5384;314,0486868;2,655198437
5385;2893157,487;2538,539096
5386;399726,0305;654,5438313
5389;5466,368447;24,11461688
5397;21038349,6;126373,5875
5404;32046,94252;346,6192833
5412;5617,424947;522,0710575
5417;168187,876;53572,40265
5421;725537,9708;10590,23836
5428;645220,6771;13031,542
5436;107407,6347;892,6899322
5437;74989,54011;1005,993028
5438;615,0388792;0,14877046
5439;7378,577752;637,7883492
5444;4281,271525;15,43099622
5445;84585,83285;1675,488278
5447;28222,84736;1438,042862
5453;152672,6591;8820,475556
5456;13177,92189;850,3223544
5458;180106,6935;3894,955774
5471;2364,883654;5,444631424
5472;83004,93703;3865,987278
5477;346044,6515;35545,1363
5515;1641,437798;39,25857136
5521;110814,7858;9190,688179
5543;13677,34133;3209,704947
5550;245,271428;8,226218429
5558;5846296,332;1065211,966
5574;137531,2104;2858,046167
5578;1309,762684;873,8720075
5604;137064,3322;6492,005673
5610;100082,9762;2356,320487
5615;61,45571994;16,74749432
5623;84,04500859;5,702323426
5624;146,8609043;11,00022372
5625;363090,4025;3278,876617
5641;109,1818984;22,13864204
5645;388253,158;83208,13868
5650;515,9333809;2,767405557
5652;2005,357146;10,98733255
5656;235443,4444;8847,024655
5663;522926,8672;799,2168751
5667;612158,5113;11372,2014
5670;1040114,39;13574,2094
5673;3477,113123;54,99608479
5682;10174,93747;9,554512911
5683;252820,184;1880,332359
5699;264751,3507;4089,984805
5713;45,99642027;20,26263686
5723;392443,978;503,1230922
5726;692518,4984;39108,15094
5731;412414,9749;14505,59931
5738;475561,8998;65073,75999
5743;91198,6621;19468,71027
5753;616,5017645;1,441570805
5769;250587,5717;707,4719416
5783;1006316,976;3399,870669
5794;594871,2202;166773,0714
5798;2397417,671;540432,0323
5799;1894381,517;156979,108
5802;3740157,108;42551,71944
5805;7019,879328;47,30586526
5814;162450,4635;32674,7198
5816;30914,26078;387,3685307
5826;18857,07804;72,47549587
5835;2820290,861;20391,01433
5836;276928,1123;5771,007747
5838;152228,2617;692,3789694
5839;378367,2323;592,5140282
5843;569,7126703;8,3658857
5844;639,0997998;6,792623543
5866;144050,1292;18561,88756
5882;1335688,962;238242,582
5883;201,1820117;23,96749277
5895;1357,72724;18,51225174
5896;174,6472974;17,99587872
5912;767,7957632;285,1662248
5913;53137,99847;4682,295734
5918;258881,1946;20634,32648
5923;583458,9973;21448,87977
5926;79700,31707;1830,465988
5935;50911,39845;3815,790184
5942;283,2703168;1,556378827
5945;13,79559845;0,82608374
5949;2144933,592;8026,424058
5954;108597,1591;825,7654853
5956;265434,5515;6708,344934
5958;155405,2714;1011,13581
5963;201173,5968;5927,589629
5968;409,0213716;24,68206629
5970;1782309,152;12075,44593
5972;6015199,588;5240,103011
5974;538026,2799;279,8287634
5979;92607,73184;5981,861804
5982;458959,5967;929,5108172
5991;4136,287841;6,069172902
6003;21519,54437;150,3924155
6004;5909,767654;322,0618269
6017;591036,0044;6815,974223
6018;23562,29761;272,7548996
6023;130218,8612;4272,546227
6034;2262069,741;29796,56922
6036;5825,117447;38,35762219
6038;52067,01529;129,2990178
6050;139690,9112;6630,328197
6051;2797591,751;20208,99078
6056;168658,4838;81,74774987
6059;51299,93862;10225,9219
6072;33253,16893;254,1076894
6073;4345,652893;29,141293
6077;489216,5773;548,2175154
6091;5697,378228;1740,49372
6094;10230,42186;234,4962451
6096;33243,66421;7716,266887
6108;123097,6736;1237,017843
6113;3406,925633;160,2405742
6122;851547,2557;56214,16482
6126;35427,4824;3879,563354
6142;314653,4499;10255,24121
6152;49651,32322;1139,757266
6153;158727,7574;3032,558736
6165;5743564,359;69983,91163
6181;11983,13434;1117,817042
6182;29398,76795;157,5740956
6192;177504,2131;3526,729816
6205;695201,5329;17474,33008
6215;39517,5565;4812,187597
6216;257907,8956;36392,89136
6234;61328,3887;9878,889673
6235;42975,60649;1347,771494
6236;1448641,927;34030,67397
6252;331,6072303;1,471586182
6253;1425985,84;9847,89006
6254;288712,1335;687,1408835
6256;136248,2577;3991,802936
6265;56,0444262;0,63184246
6266;1683,460783;43,50144026
6268;93094,99121;3916,156935
6269;65476,19614;2779,791346
6277;151,9447199;0,514404225
6288;28,69826156;0,178098257
6310;91739,49645;1896,249668
6311;110607,3321;1342,195674
6328;15820,87416;63,57114779
6336;128,9051877;0,587963819
6374;120370,7764;880,9014308
6379;603689,981;1995,297343
6388;52523,51787;278,1367002
6389;261311,2839;4224,230899
6398;73891,11978;770,6640483
6410;3425,150308;46,85180868
6417;938450,4352;5183,328912
6420;2844980,814;48148,86883
6423;32920,49678;1479,911254
6424;135468,8484;4962,421309
6461;135606,5599;418,1600618
6465;1068,687435;3,977047114
6475;43333,32642;288,9999601
6494;850119,1924;15806,22909
6495;539714,159;6247,47673
6510;7324,653232;46,54003153
6511;698,29441;0,492643584
6524;7948,405872;14,24899954
6530;138701,8751;348,0771177
6531;343110,1348;553,7465744
6534;587178,8861;3829,486485
6535;266384,3381;2002,033661
6554;513687,4364;5351,429138
6555;73704,9067;185,5109313
6572;1141486,252;14664,7027
6573;986648,7822;7808,794591
6670;55,30034378;7,089787664
6677;400846,6521;468,626932
6678;52088,90388;116,1280968
6763;8248655,183;32641,39328
6765;580837,6121;3317,270601
6772;210191,1297;2701,108469
6802;135207,9407;1005,06186
6865;921737,4158;7209,341618
6913;209922,7253;1551,021315
6936;44828,18064;23,58784099
6979;349832,5302;2784,548592
7048;4122014,159;22893,90628
7096;493661,7308;59846,14034
7097;5872593,462;142031,7816
7109;51170,48506;2524,572842
7118;383157,7583;14233,02883
7125;160980,1846;18642,6249
7127;2002219,837;71688,17881
7131;10857,03988;3924,492847
7132;103372,6772;8486,570259
7133;162904,1463;30739,26198
7141;335532,2752;9449,393119
7144;265187,4497;1134,985066
7157;468897,5981;34667,92202
7167;19710280,21;3692964,15
7183;34124,62874;4500,033299
7185;491,2853933;85,83827945
7186;53289,85411;15380,08089
7188;176127,26;66943,82722
7189;50795,71864;8078,442442
7190;27146,98705;6037,934522
7191;23236,78462;2441,04636
7192;213101,2644;55535,78273
7193;297895,2402;52202,01489
7195;3,310694265;0,797757654
7198;308036,1044;23349,27491
7199;459777,8551;59321,73524
7201;362935,7961;40594,24459
7202;111987,773;15708,82502
7207;61210,13873;11446,35477
7209;245395,1869;8431,856101
7259;9416,311665;1014,951519
7263;95669,51338;4994,752911
7280;699084,6941;263092,5836
7284;546865,3532;63821,67823
7291;3558292,946;210434,3226
7297;1490,039746;482,0965518
7298;157787,9137;3290,726957
7300;1392,257377;141,6515501
7335;46,12694923;2,488035011
7351;51,56188985;1,689578809
7367;183476,4096;18376,70183
7368;112156,1736;42550,19135
7373;341693,0713;8102,501819
7377;34369,19492;1477,134239
7385;16824,89937;2839,345252
7386;52,107879;7,858150812
7399;70486,9194;1601,849861
7400;115348,1168;413,012929
7401;400742,7588;29951,42431
7402;3704491,751;148705,9938
7417;18006,09874;3057,591266
7437;360406,5414;22566,74236
7461;350,1129793;6,034339867
7462;2322,589972;28,95761563
7467;730369,4175;5488,413908
7468;735528,9998;3563,380178
7475;292,2066831;4,312594314
7504;84783,91366;1164,572821
7508;1052104,997;4460,181309
7519;126526,2874;932,711787
7548;82953,0309;30035,98563
7550;1227,186612;138,8740205
7551;7370,702873;1549,885392
7581;381601,8826;3289,758091
7583;421355,6433;7650,309461
7585;3656928,106;104848,9798
7586;6045277,236;17651,68916
7599;2962,193643;8,490030163
7600;1801,136957;2,263830875
7601;11283,81542;7,006109381
7610;110574,7906;1002,943669
7627;251,4764903;0,796189616
7653;83483,78;452,0291411
7655;751773,9266;5629,550777
7656;834796,0736;10168,04511
7668;11228,2834;33,00751114
7670;362636,5799;38589,45501
7671;2875111,962;266732,86
7677;7870,961851;1,567517808
7678;209041,0528;47,11993153
7695;101584,3569;236,0049636
7701;191598,144;1761,907745
7704;455251,9897;11326,63377
7705;99912,31417;3610,518265
7706;84,2574204;3,356506932
7747;28684,25172;485,8537132
7748;510764,9375;4787,156881
7766;1283993,767;6723,33296
7768;954905,4127;3262,117616
7771;129980,5811;9527,201796
7777;84517,44414;93,54610965
7779;5790,36155;17,05625117
7781;30183,61208;361,1405663
7790;1479422,6;8833,687532
7829;1827561,497;6567,096423
7837;644,1872407;16,22719547
7843;27043,00673;73,21424548
7848;918285,0265;8151,047083
7849;105390,4002;210,0444738
7850;1984,750429;18,19407917
7851;53115,14152;294,8177761
7852;82827,14255;257,4320004
7855;137492,3251;1799,390451
7920;45062,30202;3871,704107
7921;264383,0732;14858,64144
7923;140221,826;6985,906458
7926;190131,3152;20683,53915
7939;308622,5483;35016,68215
7944;364926,5848;20747,58374
7953;25002,44042;135,4293875
7954;439593,935;1304,621482
7968;497545,9697;15330,00393
8021;42463,99213;402,0145571
8051;400691,017;50982,03196
8055;28261,30846;389,5520142
8057;7517,384666;64,38456815
8117;1126,491584;18,36576265
8158;54519,90739;452,7448898
8208;409277,6025;3464,822391
8230;232527,0844;3657,771745
8232;116,263823;4,169353438
8241;658893,3384;22153,40925
8249;206141,6291;1710,595833
8251;283240,0188;2625,827869
8258;105899,6394;63,84325022
8307;273688,6782;4359,924517
8320;23901,5892;39,83214028
8321;2246,932687;3,358798687
8322;225,5030063;0,751676688
8428;1192287,321;12155,31865
8608;46915,08447;299,3635823
8609;2710013,652;14560,8728
8621;133194,2155;798,4744078
8647;758,5612909;3,903141177
8702;114095,0728;798,0374962
8721;1828379,556;11813,25069
8788;95051,41515;719,4431271
8821;1194926,157;3509,977266
8845;6620,933879;721,5085696
8857;696781,5197;79479,81648
8881;1458799,056;19480,39028
8888;149589,1949;1521,051907
8908;4137,739993;58,43449029
8911;642168,1351;52025,94568
8925;9795,097501;56,8565401
8950;12338874,17;74719,34593
8964;208080,4241;780,138816
8965;118419,1959;548,5867999
8975;1630971,272;5379,889892
8977;226184,7008;31254,15473
8979;30069,32946;275,7927102
9012;5,893649544;0,071007826
9013;2936464,051;31476,4786
9070;234712,2228;592,2690833
9078;10,34290935;0,923474049
9081;29,11384958;1,3509907
9128;54481,38109;119,1001332
9149;74222,5282;208,456793
9164;6911,884925;962,9222254
9172;626772,8189;1491,473324
9176;342,5211146;0,09307639
9195;22159,32457;3734,949224
9196;191915,6211;21340,38266
9236;1184779,797;4452,473429
9365;678369,2436;3778,840021
9368;140291,6541;404,8508946
9369;159593,6357;314,618713
9586;4078051,099;10347,27571
9592;303427,5374;6219,452572
9668;133,2535269;0,531950207
9679;2421021,444;21635,17518
9680;11,73953381;0,422133542
9684;192376,5421;10920,5838
9685;7649,83746;1530,036625
9686;27,81290516;3,445426402
9689;1401045,145;18462,39412
9692;998427,4578;2310,405773
9693;83737,39903;967,7523504
9694;85,81638019;1,702260157
9703;132173,6333;9986,509567
9743;10,46034666;1,841610327
9748;108333,2823;971,5526794
9751;151237,4656;1515,898316
9757;1192431,54;11144,66688
9765;91321,43973;810,2846469
9770;135067,7896;7153,554453
9771;47249,36579;2296,917755
9773;42960,20962;3832,049142
9774;294569,4012;24884,49956
9778;44501,02526;2885,530257
9779;112507,0522;10570,50397
9780;51364,33045;4558,697557
9781;84140,46619;6620,189168
9783;373370,2265;37833,15557
9797;56,06164401;1,596576893
9799;93,44036259;6,072003173
9801;83743,11435;5725,879389
9802;71788,57299;6664,490653
9805;6606,852238;427,439854
9806;32782,00113;2736,269834
9835;379414,9988;9812,776483
9845;49,66889728;7,188740183
9846;107772,1894;7961,837537
9848;9090,772051;1342,551932
9863;1682514,939;39234,49497
9866;39018,85109;2511,095384
9888;164948,3801;5657,72033
9891;62265,64416;1056,464446
9897;1668258,351;184236,1209
9934;3962,370959;414,086442
9941;504710,0216;33619,43891
9945;660888,5112;5071,727757
10075;1279,754075;74,73507143
10077;8309,769492;752,188328
10096;74872,73255;2026,136024
10119;26152,5082;2133,669835
10125;89722,67013;438,4509369
10167;1052917,189;11301,89739
10183;3175668,766;16751,30867
10184;1517579,142;11176,7184
10195;301944,0956;42341,18322
10198;170,0401822;5,232005605
10215;1321622,221;1725,589802
10223;24877,20646;61,1842751
10228;18356,40697;42,47351622
10229;58718,60757;320,1595068
10242;22089,59225;2661,594054
10271;852173,8184;56851,29867
10324;39,96397129;19,63616782
10325;4524,965475;281,5681345
10331;18799,24901;4249,605002
10332;31946,46559;1992,355223
10334;5255,010685;226,7216538
10336;60570,49846;6370,923902
10338;1196203,406;74301,27882
10370;21,32484483;0,690795103
10376;820268,4181;537,5243506
10380;45270,68243;4970,578702
10398;158477,4269;8055,33904
10443;172785,1757;1435,630689
10444;55874,54635;498,5214684
10531;208774,4544;14170,17381
10532;1738566,033;7705,332016
10536;261306,6805;503,3708715
10537;771196,8977;2478,515275
10538;91,72202177;0,91527538
10540;48949,19686;2412,710699
10541;56462,48188;987,2308702
10551;198307,2913;12302,0645
10552;272,9802228;8,13368958
10596;163629,6569;807,9624317
10600;29465,38186;10,35756818
10609;19117,30828;98,24029843
10623;47924,818;16,95238413
10631;664666,5216;17927,4901
10636;40370,09824;363,2747474
10646;140765,0211;3439,652578
10648;3110843,39;33876,83079
10705;37207,69499;15,97450727
10755;349767,4556;835,6960091
10756;345852,285;565,8689723
10759;1328724,333;7270,577997
10760;6297189,11;17946,04294
10768;164915,1599;213,5277724
10874;14064,487;326,3913905
10917;1003571,22;21898,526
10918;1147335,628;11295,5165
10986;3082965,741;14273,47728
11015;49042,50304;580,4292814
11064;328321,9804;7693,781125
11071;661858,9348;24226,18861
11072;122043,7285;3383,090956
11112;1201839,124;11716,58538
11147;5385890,943;27157,79418
11149;5422697,474;36826,74513
11150;1279748,526;3325,584396
11151;167425,0886;352,3815777
11225;1194,077628;19,40674027
11250;99,15342423;0,587962315
11347;1053,216533;2,84138014
11349;364,2044122;0,47718203
11365;2185281,059;20292,50751
11372;177149,1584;4952,748221
11375;3951991,165;40573,93933
11376;3572161,027;23704,55154
11378;931231,825;347,7525129
11394;179800,0588;551,333927
11403;242595,1804;1206,569202
11455;64660,12097;460,5222745
11456;13156,99764;8,355401064
11460;24339,50581;148,5719491
11461;33287,13342;260,8891365
11464;102626,5113;3393,366198
11465;338630,0213;7226,647937
11559;89902,30143;2418,861044
11581;1467216,144;17902,80425
11582;1343674,439;10724,19643
11583;81923,92072;197,6314872
11584;206797,5298;2662,50916
11585;1045339,689;8033,461458
11589;3292033,355;22227,65813
11604;768537,5634;3963,556802
11610;525,686788;5,992399444
11621;132113,5935;311,4742962
11625;1924870,449;18758,93711
11658;12973,03902;311,2586436
11715;602002,8685;4417,96935
11719;1471512,614;10099,04137
11720;14678,29593;96,99469404
11721;177538,1591;1376,727752
11722;2754581,265;20238,96414
11724;364110,7139;2356,473466
11725;3743564,844;23318,06679
11775;231,2248181;0,739943096
11785;583802,059;6956,808255
11790;109452,5736;2299,377959
11828;104928,9769;10971,41783
11879;93550,21717;1273,464146
11894;61053,2393;301,5143003
11895;1619820,962;28511,19386
11896;545650,2383;9866,639759
11918;815892,2371;5157,964166
11928;40706,07664;190,1351784
11929;181335,3981;2128,501553
11937;1369099,546;286,6204431
11950;6202657,688;31034,32874
11951;1150893,363;18087,88351
11953;1425345,279;15869,76834
11954;199119,2296;1536,346188
11955;693120,0068;2998,180985
11964;103,0680193;2,864788248
11986;1038605,693;3353,006027
11987;93437,55234;977,2830258
11988;172049,9334;1776,499032
11989;936534,2744;9633,651247
11992;376424,7758;2651,276489
11995;680691,36;5251,251127
12013;1712,83415;6,077695397
12014;184394,5638;2532,510824
12018;1726342,276;28027,12898
12028;1248089,469;11830,16427
12039;4347237,043;63143,25438
12048;79728,93135;3555,463863
12049;11624099,92;75927,36977
12059;33059,69433;101,0213284
12071;1040836,451;5613,420035
12077;945648,5877;15972,83319
12085;4,098095539;0,452328426
12093;153345,479;1512,849305
12101;1298849,801;15220,03132
12103;560802,0989;9426,269344
12118;702390,2609;4152,519026
12120;105269,0451;690,5742896
12123;1616817,56;39712,45343
12124;848588,8811;25560,43564
12127;189288,2024;4589,792035
12133;4720043,448;31038,56694
12144;307768,9303;1716,307968
12156;454855,2249;2856,094928
12158;1000974,273;4758,674582
12159;23,48297812;0,840178108
12167;258518,2216;545,1590708
12170;1931858,551;8052,947105
12177;4426275,401;31681,80872
12200;2581,884382;11,70366603
12201;1939953,538;7230,69706
12217;73454,82544;5,351056257
12221;3267,918597;17,9106563
12242;17829,5101;118,6687018
12255;693738,4352;6720,876062
12259;62608,52634;2228,821469
12264;27389,34042;266,0377621
12266;315,3795661;3,066403171
12268;257769,5425;514,1193264
12269;216902,3795;332,3636167
12270;30006,91901;107,1098704
12276;531257,8212;2829,255326
12289;1510,621767;2,543644069
12293;75211,10382;148,8848597
12294;87758,26888;8181,594086
12298;56245,20172;397,0975627
12300;2901056,34;33770,19799
12303;1172790,227;19201,13034
12304;9591,90325;78,12754888
12305;993901,9196;6433,511299
12316;737086,4635;14496,10876
12320;475221,9616;3339,103493
12342;93986,2966;880,6307203
12358;142394,7541;1989,265383
12360;78551,16728;1590,942622
12379;208490,3341;1367,154165
12399;310298,5463;202,3156754
12436;9120,694557;36,45349457
12468;162155,3132;253,2827222
12470;4423,694645;29,72476142
12471;3832,892798;21,83309563
12472;9349,903662;38,21209374
12479;1278,117496;39,9512973
12485;84450,84212;1279,139383
12490;3147436,366;40392,19824
12491;3189006,324;27033,04237
12493;624406,243;25630,25164
12501;7734,047311;32,49580817
12536;90644,79316;321,4733133
12571;202747,2234;925,8605858
12574;162613,2189;1790,508545
12582;1116598,815;8542,104304
12627;130389,9714;393,7499279
12636;1101114,608;30321,85423
12640;24018,4613;2235,598584
12655;84,03411573;3,016299919
12659;5427,605609;327,0656038
12669;274,032082;3,303322156
12680;1579399,071;28786,52673
12696;921585,1525;14282,36463
12697;63,09875238;0,676299597
12706;43593,87115;51,00103127
12708;332020,3888;7338,62428
12714;1321539,229;12434,34663
12720;1187513,937;25987,76572
12721;8492,402759;52,35148745
12729;1123668,946;14770,30404
12731;6907,411696;508,6433176
12732;42,40960582;7,126288714
12733;63778,02968;4520,404044
12735;81290,71053;6548,307504
12739;286901,2113;16060,44978
12754;41,68201953;13,95647154
12760;485,2541176;1,27727217
12762;3915,226485;259,0458429
12779;1172,275868;304,6355669
12785;206,3380624;17,61283705
12788;95,70666064;14,09029982
12789;211,7918917;26,33145548
12816;116672,433;4047,762879
12830;944917,8949;75442,35039
12882;810967,3908;50006,64676
12885;1277715,859;47070,82391
12905;91731,648;4785,215691
12916;427544,8705;26617,51016
12920;230140,6466;4825,346144
12937;83889,47751;52,71693856
12938;9628,467201;19,00415699
12976;88725,2292;6991,638033
12998;7379,326525;100,615243
13025;558506,3069;11942,22551
13026;39241,26881;2345,858913
13027;3457358,735;44735,55774
13048;24889,48888;302,328917
13050;192731,4841;76,16710111
13060;182644,5027;1077,039885
13122;139110,5908;1791,761445
13135;14712,99534;84,88666562
13138;100900,6657;11692,01555
13193;15971,05731;1202,757341
13224;10757874,22;260017,0094
13235;146,178078;3,9198687
13256;26443,87609;967,2422651
13281;54880,47375;9957,531736
13283;83152,86272;10694,92195
13301;739548,9726;60338,21603
13304;20194,74529;832,7218664
13324;653,3430065;0,111646661
13342;20615,9337;1663,016128
13368;100497,8841;22231,66889
13405;9044735,242;723955,1482
13418;506,782739;37,22474591
13422;71710,9965;3615,58034
13441;116599,0256;8950,319371
13442;139077,0433;8061,809761
13443;118423,4635;8993,332558
13447;436958,9462;49980,70914
13461;834733,3335;16147,68948
13469;23763,01402;1202,297507
13472;30616,58372;2636,703642
13490;248792,4708;35890,24678
13496;26795,53866;10308,43031
13510;1436230,703;6159,625574
13511;20122,43972;1299,848732
13518;223694,5866;20948,39429
13536;153762,2955;978,4611192
