M_id;T_id;Price_2.2
32353;346169;нет
160749;554012;нет
125456;332369;нет
141506;466392;нет
155152;466047;нет
63503;413267;нет
31431;346379;нет
166222;569673;79,26
8881;328232;71,25
26439;436207;нет
187607;533754;нет
80073;384223;15,83
91580;328446;нет
8845;327139;6,81
5935;326364;10,25
80072;332026;11,23
126284;531152;10,61
54528;334794;нет
378956;529648;нет
188827;462103;нет
183065;439957;нет
328863;573244;нет
59430;377534;нет
59424;337843;нет
59431;463522;нет
326121;562092;100,81
30564;462112;нет
30558;462113;нет
18408;326581;44,82
21061;346298;16,9
4853;330588;нет
24718;328164;нет
101668;416943;нет
104085;427869;нет
116621;406752;нет
77762;345606;нет
77765;466400;нет
77763;466401;нет
77764;344847;нет
325184;564480;215,16
55069;331384;нет
22289;326540;нет
74517;331303;83,17
74519;339403;103,52
63542;331463;нет
12257;327202;нет
90348;410043;нет
90344;349545;нет
2288;359103;нет
50188;467474;нет
7706;326619;нет
5550;327975;нет
99989;431000;нет
99990;467546;нет
30168;327521;нет
43650;327460;8,5
63772;331153;нет
86078;531593;нет
21012;326894;6,09
86076;410055;9,06
86074;553938;6,49
86080;348831;нет
82375;333830;44,3
63568;331523;нет
140829;424867;62,1
63569;330438;нет
140830;424868;92,18
107771;355687;65,58
167147;432227;99,91
107773;355688;82,82
167148;436182;95,6
275444;568827;47,44
275451;568826;62,63
193124;464164;нет
105178;425976;нет
105180;431672;нет
138886;437622;нет
138887;437623;нет
171324;580930;73,34
55946;328985;нет
62409;358116;нет
55947;329380;нет
62408;413948;нет
285406;496621;нет
88003;413976;нет
88004;413979;нет
88005;432348;нет
285411;496623;нет
285414;496624;нет
184777;557855;нет
184771;557145;нет
184781;557854;нет
178523;468174;нет
178524;470580;нет
4681;329132;нет
106219;529498;нет
98834;354582;нет
98835;354583;111,47
38259;327286;нет
5447;326656;15,29
50544;344487;нет
10540;346537;16,67
13582;327270;нет
134974;431548;нет
72074;345210;нет
72075;468246;нет
72077;468247;257,09
69572;329689;нет
71581;333673;нет
69574;329614;нет
79708;330468;72,27
228802;329028;105,52
136110;327093;17,84
4383;327843;нет
180863;468251;120,38
180862;532443;116,83
233975;470104;нет
233976;470106;нет
219797;468953;265,04
124801;425787;нет
136632;462138;нет
121221;462110;нет
121222;469439;нет
121223;462111;нет
198514;474206;нет
6256;354098;нет
294367;498707;нет
87496;345234;нет
83105;344211;нет
83104;378725;нет
36798;363858;нет
109165;466442;нет
100075;409729;нет
93422;346113;нет
32347;328245;нет
8444;366221;нет
108534;431001;нет
63472;330155;21,55
109769;352240;нет
95473;342633;нет
90582;437649;нет
90589;438449;нет
90604;466403;нет
90597;466404;нет
90600;438487;нет
60597;432457;нет
92591;438172;нет
92592;438450;нет
11954;352321;нет
49074;379040;нет
32649;346751;нет
68900;343668;нет
83751;497257;нет
86331;466443;нет
32648;381374;нет
70866;330787;нет
149078;438730;нет
68885;353776;нет
68886;410371;нет
112507;410372;нет
149077;425077;нет
86451;345575;нет
90881;345245;нет
90882;344564;нет
86449;416666;нет
112250;414001;нет
99815;328839;нет
99309;358986;нет
1988;529885;нет
20220;415794;97,71
20218;338637;нет
14035;328799;нет
14036;328800;нет
296764;578827;нет
85840;408876;нет
37704;431737;нет
161310;379130;20,04
25799;326624;нет
90883;358158;нет
161390;431671;нет
90885;344390;нет
40412;329962;нет
40350;334523;нет
40351;330912;нет
143852;573542;170,04
40413;346790;нет
63167;334326;122,53
63168;327621;нет
67544;359755;нет
11015;477205;нет
17803;462108;нет
123758;468166;нет
8979;462109;нет
3361;462106;нет
3362;564923;нет
3363;462107;нет
306975;564925;нет
306976;564924;нет
148113;462105;нет
6802;465403;нет
44640;377167;нет
6234;327186;5,02
23724;349118;нет
127265;438686;20,81
127264;436215;47,93
9993;327885;нет
50442;344519;55,72
129262;466445;нет
129261;438477;нет
33887;328946;нет
33888;329618;нет
17794;431799;нет
30118;330474;нет
111073;402481;нет
106128;353395;126,04
98803;437336;нет
87132;348220;нет
98802;413008;нет
108274;354398;нет
108276;354316;нет
108273;354399;нет
76347;345716;нет
76348;346631;56,89
261277;436355;нет
225834;466942;нет
225835;466941;57,21
113513;430917;нет
113514;436329;нет
317869;580917;63,27
298952;580672;87,75
298950;580641;44,96
363768;580558;нет
77409;332004;нет
100131;346302;94,43
106049;354396;70,62
2010;334416;нет
137492;466405;нет
137493;466406;нет
137494;404154;нет
82935;350545;23,78
69584;347260;нет
110706;415072;нет
110707;415066;нет
110709;463319;нет
110710;415080;нет
20797;327691;53,03
169235;440013;нет
59792;327060;нет
59791;330238;нет
309793;569857;нет
174572;578824;нет
164142;467213;нет
140671;438086;125,22
141611;466408;нет
67838;551515;нет
7848;353853;нет
305998;573653;24,44
85093;332257;нет
84145;378067;305,34
84144;352352;225,11
105530;438993;нет
188745;439267;нет
188737;439265;нет
188749;439266;нет
124358;431977;нет
105599;569675;нет
105594;360294;нет
223399;425893;нет
223398;425892;нет
1004;338340;нет
110472;387430;нет
12270;351527;нет
63759;329516;нет
76192;328798;1079,74
76191;339669;нет
169625;463588;нет
169626;465374;нет
76479;347130;нет
113566;407036;нет
113564;436327;нет
113565;436328;нет
103249;355338;нет
103252;407040;нет
113273;356272;236,43
59752;343069;нет
76926;348307;нет
35625;431489;нет
59753;344722;нет
123535;437277;нет
123534;356864;2170,09
92362;343934;119,27
92360;343933;нет
266998;525885;нет
112767;352977;нет
112771;431003;137,09
112773;327385;нет
80191;339318;27,42
80193;378334;14,17
12255;327267;нет
21580;327973;нет
10646;326552;нет
42522;328643;нет
10648;333843;нет
12266;327266;нет
55103;343757;26,7
62484;366738;нет
62485;438820;нет
62482;361698;нет
62483;439268;нет
141382;530855;51,23
74821;335292;20,02
141381;530856;28,75
75945;331973;32,35
101789;431995;13,8
289658;530857;28,73
298392;551587;нет
298397;551598;нет
298382;526427;нет
298387;526428;нет
170882;580300;нет
170882;580373;нет
170882;580446;нет
115215;438821;нет
65975;439270;нет
74025;346650;нет
112506;439269;19,73
115216;438822;20,33
112195;329468;нет
112188;413241;нет
115212;410060;9,13
65973;392698;нет
112192;335703;нет
112504;398789;11,23
118523;407964;нет
97987;337044;нет
223518;466574;нет
265889;551514;128,41
65976;330283;48,01
232994;466573;нет
232976;466571;нет
232985;466572;нет
328381;562191;90,87
328377;562192;130,76
328379;562185;нет
328378;562186;нет
97119;438823;нет
97118;379744;нет
79750;356914;нет
79747;346488;нет
79748;438824;нет
65977;332258;нет
6235;328832;нет
6236;327544;нет
136788;425918;нет
46956;436296;нет
61586;371173;нет
45529;332607;нет
63161;466308;нет
2345;337281;нет
187616;344579;нет
238335;431005;123,99
257426;376159;нет
257427;329707;нет
167666;476301;2248,35
88226;338154;нет
88225;353101;нет
89964;385294;3397,14
146955;569959;нет
55106;347914;нет
55104;334520;нет
54529;437374;нет
92599;359463;нет
306007;580928;245,29
36851;328779;нет
64117;437773;нет
84984;570868;114,21
114571;466410;нет
55948;386582;нет
317979;564409;110,67
182786;439107;1265,33
106051;354787;180,37
310399;535541;нет
137861;426353;117,66
63171;326558;84,84
4888;328108;нет
157401;438568;35,71
157402;568062;45,46
167652;438442;58,26
47423;330106;нет
105995;432459;нет
74502;407391;нет
17777;393485;нет
106107;437751;нет
17779;329739;нет
5574;352850;39,77
55070;329377;нет
55071;337694;нет
167593;567276;нет
7516;328996;нет
72557;468697;нет
189071;562167;нет
189072;557827;нет
72559;437745;нет
192666;466412;173,77
192667;466413;нет
46306;347820;нет
63235;352769;нет
63474;331473;нет
285445;554093;нет
404369;578668;нет
65937;347032;96,67
125177;360363;нет
26695;361300;123,35
109722;359837;нет
5943;336056;нет
121188;439037;нет
91355;352972;нет
168705;470029;нет
115023;359821;нет
115025;436365;нет
182298;532216;225,62
182286;531856;186,18
168704;437780;нет
91351;413426;нет
168702;437808;нет
182290;531521;нет
89239;352991;нет
167160;447428;нет
113069;359822;нет
89237;437496;нет
89238;352879;нет
167159;438938;нет
66129;464145;нет
66130;329678;нет
66131;334211;нет
66132;327474;нет
171138;438411;нет
52077;329456;нет
52078;330343;нет
171137;438412;нет
72081;331666;нет
137666;364689;нет
83110;337014;нет
74504;344477;нет
307524;569581;нет
187738;530858;нет
181674;530859;240,03
99498;514547;нет
90516;531407;нет
74431;333278;нет
81287;351667;нет
126349;437276;нет
138352;528956;91,15
138351;528932;нет
9607;346791;нет
51393;333870;нет
82605;374462;нет
4897;335325;нет
84832;342335;132,78
129250;400060;нет
330827;573091;нет
330840;573090;нет
156533;439855;нет
185088;439856;нет
156593;439854;нет
156591;439853;нет
334283;573319;нет
334273;557270;нет
334284;558756;нет
334263;558757;нет
309623;569957;87,34
137394;465373;211,1
137395;449840;846,91
70353;449787;нет
70352;347155;182,5
81918;568813;55,34
105794;351494;нет
188290;452203;нет
199529;565378;нет
188288;452204;нет
123572;359522;нет
123576;359521;нет
123582;359520;нет
199541;468830;нет
199542;562130;нет
169217;452202;нет
221832;467008;нет
105786;354306;нет
221831;468984;нет
102465;334240;нет
102464;326590;194,81
75255;368676;92,69
190304;459523;358,79
31016;333303;нет
31017;330035;нет
219804;526037;нет
219805;475259;нет
230054;526038;нет
230055;500808;нет
99170;449842;нет
107775;358202;нет
107774;357419;нет
169254;466465;нет
54737;346607;нет
272986;487212;219,05
52409;399943;нет
717;411803;нет
170551;439428;нет
97914;432125;нет
41217;466414;378,02
99574;353167;280,5
54228;335492;нет
54230;331560;нет
91362;346254;нет
91364;345541;69,86
52079;331561;нет
13060;331562;нет
38261;332411;нет
14297;342647;нет
38262;466397;нет
83112;344999;267,24
124549;431490;нет
85847;331757;нет
85848;350849;нет
85845;335024;нет
85846;390405;нет
95693;425963;нет
95689;369696;нет
95691;330333;нет
47783;399944;нет
84220;453072;нет
47783;383790;нет
88584;345952;нет
88583;338551;нет
295264;567890;180,72
295266;567891;280,01
86268;347958;нет
86279;350552;нет
98997;346361;нет
86270;514142;1965,61
57009;343229;нет
112346;438146;нет
169309;465398;154,98
60007;326424;нет
70999;466415;322,03
66138;331805;334,73
56270;437630;нет
188832;580825;нет
5906;336190;нет
47557;330253;25,48
130964;474250;71,38
96807;354588;нет
96810;354335;нет
33467;329227;нет
4277;329844;нет
154448;451976;нет
9616;431661;нет
28192;331275;нет
4276;329228;нет
28191;328444;нет
74544;338668;нет
88010;555026;нет
88009;346441;263,09
66441;329265;нет
4371;336120;нет
4372;333565;нет
71881;333566;нет
135226;466469;нет
82437;331050;нет
136111;333947;нет
82433;331358;нет
96999;346891;58,89
165658;530860;104,65
118281;355856;67,56
165659;431010;125,1
96998;348390;36,46
153478;466471;нет
97994;514141;нет
97995;524379;1787,56
20600;327050;нет
20601;327249;нет
275043;529790;нет
20598;326618;нет
20599;326740;нет
82898;341004;нет
82896;341005;нет
82897;341006;нет
89240;327393;нет
106212;337217;нет
22107;567904;нет
22110;328046;нет
32524;329706;нет
89476;349150;нет
105725;430893;нет
105726;411652;нет
105723;430892;нет
105724;414338;нет
62855;328273;нет
263107;569811;нет
263108;569812;нет
263086;564987;нет
149974;431898;895,22
188029;570614;нет
141444;573146;нет
141440;573147;нет
81882;355915;нет
81883;355916;нет
4908;333596;нет
181628;378611;нет
181630;438446;нет
167777;440001;нет
5945;329229;нет
131131;437560;нет
131129;438522;нет
147515;465694;нет
11934;332457;нет
87756;370660;нет
18981;334588;нет
66919;379000;нет
155789;468786;186,15
160916;439973;нет
160919;431158;123,88
60010;330754;нет
79521;343701;24,65
78787;367579;10,35
81477;379355;14,76
110715;532342;нет
91879;344687;нет
91370;346222;нет
38263;346829;15,8
273076;567830;нет
112345;332671;нет
87506;466473;нет
6511;395575;нет
6512;328964;нет
51506;354913;нет
5221;330713;нет
6510;326425;нет
10086;333135;нет
62637;327188;49,12
12686;327407;нет
110763;350872;нет
111598;327291;нет
22259;326251;9,73
122549;438571;нет
128421;466474;нет
220261;466485;119,92
220264;466486;65,49
220262;466487;214,73
220263;466488;82,68
82457;354452;нет
82459;354453;нет
82455;354449;нет
10030;337245;нет
10171;343941;нет
93042;465860;нет
136828;439741;нет
63311;352090;нет
63312;466489;нет
91376;466490;нет
76436;334785;нет
121298;466491;нет
3677;326498;нет
3680;326741;нет
110940;437713;нет
59333;466492;нет
59335;327518;нет
13644;327222;нет
59334;328361;нет
6328;348682;нет
233754;528965;нет
174360;496504;190,81
137320;462243;нет
110928;359752;нет
44210;330837;нет
390853;532837;нет
189238;466493;нет
179589;452151;нет
117546;431925;70,36
46502;354885;нет
82656;344508;нет
82665;345085;нет
82668;345950;нет
82670;344678;нет
82658;358964;нет
90401;334199;115,53
375230;564267;153,1
375231;564266;127,6
193422;466494;177,96
145634;449553;нет
50176;466495;нет
110762;551538;2809,57
110760;551539;1842,23
29730;336951;нет
5593;326842;нет
4283;330812;нет
4410;361644;нет
4281;328279;нет
4280;328058;нет
10541;347598;нет
112237;438512;190,61
51499;426090;нет
138922;466820;нет
128422;428120;236,2
12102;328233;нет
128583;431944;нет
18269;332016;нет
77777;332014;нет
5597;353602;нет
22604;327007;нет
22606;327087;нет
65938;330924;нет
65941;330925;нет
75257;333139;нет
190834;557435;110,52
112564;436189;нет
112566;359464;нет
75629;345703;нет
75900;344779;нет
75902;348628;112,87
75605;336617;нет
70817;333140;нет
70819;333285;нет
97343;348010;нет
175994;557828;нет
95477;416335;105,91
104460;328288;нет
104461;336823;нет
71975;330877;нет
71974;337267;нет
98000;352372;нет
47572;329923;нет
47575;330745;нет
99694;356287;нет
99696;354676;нет
161735;466496;нет
174066;564262;78,55
174067;449868;137,49
173937;380041;нет
173938;564261;нет
222110;496398;90,46
142202;564080;123,43
222111;496399;нет
77333;359880;нет
145636;558205;нет
6936;412466;1481,13
6937;326261;нет
4695;332994;нет
4696;326347;нет
4697;326626;нет
126046;327561;нет
119423;430887;нет
265144;468996;372,2
312660;562412;1617,19
150859;466497;нет
1000;437707;нет
18355;347420;нет
96604;426263;нет
299599;524322;187,94
299601;524321;187,94
5295;327712;нет
165664;552199;нет
135090;462114;нет
156696;551562;нет
310403;577663;1225,01
88110;467202;нет
88111;465402;нет
173999;465695;нет
68742;438451;нет
63548;436407;нет
65311;377480;нет
7502;326607;нет
7503;326854;нет
63145;337250;нет
12122;327324;нет
5222;361595;нет
11530;326896;нет
18141;327142;нет
35380;339271;нет
13569;330960;нет
7109;329657;16,35
94957;375515;нет
175755;466342;нет
229083;466340;нет
229084;466341;нет
85861;341837;нет
85862;341394;нет
70401;439988;нет
88420;344296;нет
366063;342334;нет
11378;357964;нет
98804;327710;нет
201899;576452;144,75
39951;333795;нет
39954;332801;136,22
201898;573918;нет
297649;555011;137,04
58827;326697;нет
125654;412177;168,47
12221;330674;нет
105376;348144;нет
38149;576968;нет
8895;337338;нет
79550;343228;нет
161490;466845;нет
65092;330052;нет
90003;425121;нет
75530;366690;нет
164768;332651;нет
110929;449869;нет
110930;466498;нет
110931;437634;нет
74042;337295;нет
74041;365960;нет
73434;327362;52,76
65979;330039;нет
82618;431877;нет
66442;462323;нет
66443;462324;46716,78
94860;431488;нет
34489;335133;нет
110148;437749;472,04
110147;449870;333,94
202137;466500;66,81
51937;344395;50,59
51938;330905;60,58
3613;344426;нет
49646;337383;нет
31030;326455;54,12
4920;335944;30,06
4290;329819;нет
121203;360269;нет
6051;326523;112,36
4918;332247;75,17
43938;334784;нет
43939;379245;90,27
43487;425122;нет
12338;347090;нет
14104;332372;11,69
118645;426037;нет
68746;337488;нет
88588;357169;нет
7581;327039;нет
55956;333541;нет
223402;467262;нет
6476;327043;нет
12721;328743;нет
18636;333621;нет
12501;333035;нет
29397;329511;138,94
12072;327974;нет
77352;328550;нет
12124;327666;24,01
25459;327667;21,44
4292;328609;64,78
4291;327383;54,47
90399;346407;92,42
44909;330275;87,62
18166;353499;нет
26275;414496;нет
26277;326997;нет
34487;333405;нет
77354;333170;175,79
5255;350866;нет
7982;337957;нет
317974;564041;143
112775;424770;нет
106173;413083;нет
106174;358742;123,48
90611;355229;нет
90612;431764;нет
378958;573637;нет
378957;573638;нет
305281;558206;нет
298400;529503;нет
298402;529504;нет
363811;564965;нет
28382;333630;нет
98014;356245;нет
98015;409826;нет
98019;357394;нет
69012;332035;нет
69013;347821;нет
35661;401581;нет
99700;415939;25,67
78796;328563;нет
99992;416372;7,88
99699;373313;нет
92780;345676;нет
171240;453074;нет
62411;431978;нет
62412;431976;нет
49225;330453;32,99
77377;333433;нет
77376;334044;нет
61629;330956;нет
61630;330957;нет
67484;348629;58,64
67485;463587;46,52
161435;466501;нет
161434;466502;нет
83620;408204;нет
95700;414186;нет
95701;437638;нет
83622;408203;нет
95702;438452;нет
83624;408202;нет
393195;574479;нет
393197;574478;79,93
64755;354176;нет
331957;576475;62
331958;571354;82,61
331960;569883;110,48
97032;357282;нет
234754;468842;271,18
354247;563916;439,2
41296;337713;нет
142120;436370;175,48
51182;330259;301,88
37484;365938;нет
294670;572258;нет
294671;526425;367,01
294672;526426;397,16
37482;365936;нет
37483;365937;нет
295041;365939;1022,31
35553;378890;нет
18812;437274;нет
8210;336186;нет
5607;329761;нет
81935;532856;нет
44519;394701;10,5
185911;569858;нет
29461;327836;нет
43903;328848;13,61
43906;555463;16,3
29462;336217;нет
21185;344396;нет
5956;332593;31,83
23235;372038;нет
97215;438999;нет
43904;348420;9,34
44517;331185;8,14
25516;332159;нет
29457;327988;нет
109832;380009;нет
177611;528964;нет
133970;524186;нет
97212;438995;9,1
43909;328849;нет
25518;334239;нет
29459;329851;нет
109833;379046;нет
97213;438997;10,62
23108;345563;нет
97214;438998;12,29
390870;573641;8,2
68750;330868;23,61
132336;463471;нет
111775;468924;нет
190533;561299;20,12
223322;470657;нет
223323;470658;305,65
111104;356905;45,84
111105;356337;нет
80025;331810;нет
80027;331635;173,5
80015;327870;нет
80016;338513;109,14
111889;439000;42,02
111890;439001;нет
23237;327648;нет
161019;438454;нет
108575;351295;11152,85
109364;351296;854,22
108573;439015;3504,44
108574;439016;нет
9811;327248;нет
11937;348832;нет
11939;327161;нет
28255;326772;32,44
28667;326915;нет
62642;438728;нет
27825;345242;нет
68026;326773;нет
164464;439002;нет
44072;447964;7089,78
80110;388667;нет
61588;346777;нет
325062;569734;нет
5610;326668;33,2
48770;348264;нет
118647;555027;нет
82902;345246;163,54
257438;496376;нет
96901;334090;нет
6763;326597;нет
6108;327016;нет
55964;360292;нет
55965;335241;нет
40915;334357;нет
40916;332600;нет
40917;378756;нет
150097;425698;нет
188845;466417;119,22
5958;326867;120,38
82028;328691;нет
7572;351734;нет
74048;345864;нет
74047;399571;нет
33375;328505;нет
3789;327762;нет
82839;346533;нет
51889;332843;нет
51890;337952;нет
51888;326568;нет
61295;438845;нет
1435;326431;нет
25514;329999;нет
25515;378516;нет
174096;370790;нет
65592;465321;нет
65593;487209;28,62
61595;344578;нет
185093;466504;нет
3503;328548;нет
180398;524250;1608,81
18569;345469;нет
18570;352556;нет
103264;466416;нет
280738;565283;нет
13541;336501;нет
222025;578785;нет
78815;383974;6,98
50914;332499;14,11
5219;327793;нет
7899;327126;нет
75642;336545;нет
4296;361886;нет
81522;327912;15,44
4295;328045;нет
105630;412756;6,39
175791;463242;нет
175794;463241;нет
175793;477213;нет
49672;328052;14,38
49671;530861;8,13
25736;368739;58,84
153620;562338;нет
153618;562337;нет
289638;528814;189,76
289642;528815;255,93
35460;346026;нет
12401;327444;нет
6374;328439;нет
75399;332710;53,32
75400;328098;53,32
141640;467373;нет
379427;571353;нет
82160;349711;нет
84834;330216;нет
84835;330215;нет
13911;331199;388,58
124253;574477;539,6
143131;348142;93,94
28653;329348;766,56
7509;326555;нет
139036;469497;нет
284057;513867;нет
284058;496497;нет
74051;328735;нет
74052;338397;нет
71322;343751;нет
122190;338656;нет
82127;406202;нет
82130;327066;нет
122189;345984;нет
93246;357539;нет
93244;357538;нет
74443;359284;нет
110276;357506;нет
187973;573131;нет
51916;326856;93,76
51917;327698;95,54
12125;330304;нет
126561;461654;нет
85290;337136;нет
164118;439963;210,8
89338;354946;221,34
188111;470637;1653,47
46925;331480;нет
46926;330419;нет
46927;331481;нет
46928;331482;нет
46930;330618;нет
46931;332416;нет
35971;327889;нет
124812;462334;нет
124808;462333;нет
185918;467412;нет
150838;464162;нет
150839;438699;нет
63223;330177;нет
5615;335134;нет
37374;329887;124,78
111101;432461;нет
18724;329712;нет
5617;330558;нет
18021;333296;5,6
5963;327879;28,37
91393;361116;нет
23751;326808;5,97
74065;332534;нет
8117;332050;нет
1578;327860;35,71
37463;336726;нет
35115;326530;нет
36308;331628;нет
73965;336546;нет
38173;347923;20,35
56043;346167;5,83
105632;411122;нет
56047;347354;нет
38172;353614;11,05
5968;326483;нет
32286;331770;нет
44380;328393;нет
111585;361204;нет
27414;336725;10,73
11464;331565;нет
25463;328330;2,65
25464;326357;7,28
6909;354526;нет
36782;336445;9,32
5967;353211;нет
121024;334026;нет
69652;346225;нет
75260;328582;нет
43653;331166;нет
51297;327011;нет
146716;570750;нет
37689;361987;нет
118651;344248;нет
69668;334087;нет
118648;348650;нет
82162;328145;нет
24034;328064;нет
4937;327140;8,53
5971;326576;нет
30646;331334;нет
10364;347033;нет
190317;514261;нет
5624;326541;нет
99396;413851;65,75
123624;331981;нет
108577;328868;нет
102466;346581;нет
28581;331041;нет
37679;332817;нет
161033;400851;30,36
87571;354375;48,62
230182;564521;нет
93055;327293;нет
93053;326433;нет
93050;338424;нет
93054;326349;нет
175952;452135;97,23
174497;463109;нет
175954;439791;75,97
174496;463108;нет
141088;415932;47,23
12197;533368;286,32
82811;332887;нет
82805;346106;нет
82807;345908;нет
82813;348325;нет
51042;326479;нет
100083;347076;38,99
288312;529961;66,7
51043;415933;79,24
176158;436238;нет
233444;474341;нет
11941;327152;нет
141403;359694;нет
46312;329149;87,76
46313;351508;57,75
145639;428205;нет
84707;340655;нет
4298;328816;212,73
150573;551592;нет
72654;334902;нет
108148;362024;нет
36013;415089;нет
37375;330145;нет
85400;345751;46,21
85402;345531;51,23
85404;358731;75,66
292350;530862;138,03
187051;463127;нет
161557;438419;нет
161560;438688;144,02
161558;438420;нет
161559;438687;88,94
174220;530863;57,54
174221;487036;109,62
62795;347823;20,33
62796;528834;39,54
62797;337518;24,64
62798;527478;47,87
187618;464111;нет
7816;333143;нет
7815;333144;нет
141581;431195;45,19
141582;431196;80,77
99995;415082;нет
26110;329741;нет
297666;524200;43,11
297669;524202;84,91
407992;574291;209,12
174193;569809;нет
174194;569810;нет
45543;450557;нет
50035;437624;нет
153018;436201;нет
153025;428203;74,35
326251;562431;нет
126026;427814;нет
326252;553983;нет
111126;438709;нет
111127;359583;80,51
325921;553984;193,61
111129;335649;65,35
325922;557430;163,83
5970;328670;122,69
307528;569578;нет
33723;327287;нет
64810;346876;нет
36924;346648;нет
149219;438706;нет
36925;372677;нет
19736;328212;нет
149220;438710;нет
31469;329595;нет
31470;328394;нет
149217;439271;нет
36926;329585;нет
19734;337216;нет
149218;403304;нет
111006;360359;215,61
118652;555028;нет
33064;328087;451,01
145402;568807;нет
117863;413849;107,81
36142;330402;нет
5623;327802;нет
183116;570718;243,59
90911;348218;нет
86023;333605;нет
86028;333606;нет
74073;354697;45,36
74075;376139;55,74
137429;447993;нет
38343;329053;нет
6398;348141;81,66
7519;378633;нет
8230;328731;нет
138324;462270;нет
40313;329816;нет
7939;329349;7,11
87748;436230;нет
90264;359414;нет
237247;396105;нет
135595;567293;нет
24129;326360;нет
166180;466938;нет
166179;467484;нет
167645;468170;нет
167647;467377;нет
108158;354432;нет
70809;332978;нет
70807;326623;178,34
392869;568379;нет
126445;412705;нет
136600;439216;нет
136599;528924;нет
73967;328672;нет
5625;329331;нет
12200;370791;нет
138407;438848;нет
138405;438846;нет
138406;438847;нет
181625;452924;145,09
349288;574315;нет
187955;563848;нет
118534;465696;нет
118535;357636;5598,07
106137;461588;нет
63180;452156;нет
126302;461582;нет
46368;343197;нет
200419;467087;нет
200420;467088;нет
194143;467090;нет
194141;467091;нет
194142;467092;нет
112926;467093;нет
87766;467089;нет
122753;335663;нет
80870;331842;нет
79545;346244;нет
43790;407919;нет
55970;338624;нет
286415;533425;81,26
189547;465479;нет
189548;496570;нет
10365;578822;нет
190523;474219;314,11
190524;474208;894,64
70286;343816;нет
92371;376664;нет
153177;466685;нет
153175;466658;нет
153176;466659;нет
153178;466686;нет
17208;326928;нет
17212;326247;нет
174821;531948;нет
174823;567233;нет
308892;557853;нет
165309;328198;нет
9369;359104;382,27
9368;436352;254,13
9365;328447;152,42
24239;453066;нет
68751;337640;нет
170723;569881;34,39
170719;533409;нет
307534;581942;нет
274911;564503;56,04
274912;533308;нет
257680;513818;нет
257685;496633;нет
52414;329361;нет
52416;348670;нет
28950;361308;нет
28947;326662;нет
28949;327822;нет
112141;461657;нет
31155;347346;141,79
12582;326982;106,45
31154;338421;136,42
240675;477215;184,38
240678;477216;245,81
38350;356013;нет
38352;338478;нет
38346;329921;нет
317313;580929;562,68
317314;571356;362,89
153226;431678;нет
153229;431679;нет
180407;475823;68,63
180409;475824;113,55
93224;355964;165,51
93228;355965;220,19
93222;357057;нет
170691;564586;226,86
155358;466537;нет
155359;372336;нет
155360;466538;нет
164119;466536;нет
164120;466834;нет
75440;335076;нет
75438;328020;нет
50999;551582;нет
49347;551583;нет
49346;465422;нет
194148;467295;нет
35215;329842;нет
325913;529809;73,81
294720;529808;88,83
187632;462254;нет
187631;452260;нет
103521;335775;126,55
103522;425788;нет
2057;329109;нет
117866;432272;нет
196575;551568;нет
196576;473732;нет
196573;562203;нет
196574;466918;нет
110489;426073;нет
136035;437811;нет
363812;567275;нет
77893;340588;нет
91411;354865;нет
93060;437819;нет
51028;332820;нет
292548;554781;нет
292552;554782;нет
392606;578931;нет
135247;353632;89,58
17433;331828;нет
17434;328842;нет
155947;437617;нет
12571;353624;нет
154578;437618;нет
85413;347540;нет
122821;473758;нет
138890;551558;нет
326735;567839;227,73
10223;376130;нет
60599;338276;нет
150773;466644;нет
150774;466649;нет
150777;466650;нет
150778;469518;нет
84151;351778;нет
52417;346394;нет
52418;349621;нет
267001;557832;нет
267000;557831;нет
33306;332711;нет
116145;330597;нет
44857;329854;нет
44859;330372;нет
44858;329376;нет
136114;436408;нет
337350;568848;126,97
84584;328909;нет
97908;356659;нет
142323;496377;нет
230189;524035;62,31
115617;424935;нет
54290;337454;нет
87807;573786;нет
98846;371775;4,83
63184;372712;нет
51092;466590;нет
54533;372711;4,93
9897;327429;7,53
95901;358164;нет
51093;372715;4,55
54535;438851;6,7
13301;438853;10,05
62718;372714;нет
137322;431017;5,76
95900;358165;нет
137323;466589;7,88
63495;333366;нет
69070;347025;нет
69072;349196;нет
62720;337701;нет
94606;344662;9,85
265919;530866;нет
94604;382175;6,11
135967;431018;30,69
289553;530867;нет
61186;328122;23,37
40078;328682;24,62
284130;530864;32,78
285116;530865;34,89
4712;347819;20,38
4710;328112;нет
4711;329719;17,09
11895;327911;нет
171140;438414;нет
171141;466625;нет
11896;327740;нет
54615;337491;нет
35995;327020;нет
174706;438413;нет
174707;466624;нет
74550;333194;нет
74551;466627;нет
74552;466626;нет
35996;327668;нет
55414;328509;нет
3875;327516;нет
46933;330383;нет
71992;326783;нет
71992;450550;нет
26621;330660;нет
34989;330267;нет
69311;332776;248,87
25359;432142;нет
2464;557529;590,45
2461;437643;нет
20768;332818;нет
20766;332819;нет
7777;372689;нет
174055;448014;нет
123910;431149;142,85
19744;329533;108,09
10713;327931;нет
81773;351516;нет
81777;346622;нет
5471;347352;нет
56059;347197;172,78
11855;333740;нет
315412;568009;нет
62304;330164;нет
66929;347818;нет
83268;346130;нет
93453;406136;нет
66930;334505;нет
86170;347169;нет
108516;347010;нет
173939;438483;нет
129651;462312;нет
110519;380053;нет
72677;462313;нет
