M_id;T_id;Price_2.2
7280;327409;2,34
4900;328663;2,66
4899;327247;нет
12101;326663;68,03
112234;359469;214,52
40554;328412;161,35
122106;358876;36,95
11149;326307;117,13
165416;426132;65,86
118516;359477;нет
125480;465266;96,49
340773;562090;65,02
130252;431700;нет
2350;568292;нет
44708;329020;нет
51208;328758;нет
64211;337339;нет
4912;327656;11,2
23608;327758;14,72
18989;436335;12,47
32935;329367;нет
149150;359684;нет
158921;436225;нет
177857;463221;нет
13961;329372;177,51
284991;557428;нет
285031;557425;нет
285005;557427;нет
285016;557426;нет
66474;329432;131,46
10376;359751;нет
36994;328813;35,83
66229;337331;191,67
201853;467041;нет
296703;564048;нет
75640;347220;5,54
21266;345573;3,97
116628;409153;нет
154576;365324;20,68
154575;331827;8,79
116625;357505;нет
82890;332536;нет
82891;432099;нет
82889;432155;нет
30927;424727;нет
153131;346858;нет
153132;326841;нет
185335;465893;139,81
23552;462074;нет
108325;462075;77,08
70825;569278;23,87
47414;439612;41,24
4294;327947;нет
174705;438780;нет
83124;431414;164,92
85611;327508;нет
99592;329504;нет
71077;358618;нет
98521;336909;91,17
50034;364118;нет
45792;365255;нет
19107;328578;нет
93056;349147;нет
38286;346029;12,83
59338;330271;4,69
8051;328567;6,69
21882;326511;59,58
21881;340539;34,74
312664;528960;72,01
195297;466058;65,27
62910;327390;123
54288;331427;нет
41398;346546;20,02
47005;329314;13
165421;439338;нет
7190;329989;3,4
329670;564044;нет
66926;338597;437,12
82342;334782;нет
90608;336637;нет
86101;345721;нет
46846;328700;45,27
88497;424956;398,63
178478;468844;73,22
144112;431019;нет
49725;330974;нет
40041;329025;196,06
143814;329722;62,75
112616;438701;37,79
97227;327861;49,69
56600;331176;нет
33666;326518;нет
6765;439378;нет
9684;366418;13,31
7162;362064;нет
7161;361248;нет
5202;361346;нет
30840;327180;нет
307537;568268;37,37
307538;564053;41,24
70829;350455;108,53
83131;337227;87,45
7583;336474;39,6
82227;333522;41,37
14114;330632;5,71
69784;363185;нет
28468;326870;нет
82447;347565;нет
82448;356081;нет
111058;327154;76,45
117245;327787;55,82
117254;337872;нет
122148;358205;нет
28469;361563;нет
50711;361080;нет
4740;360903;нет
11721;327141;нет
69096;333543;нет
82619;379805;нет
56604;328717;нет
47446;330037;нет
29431;329293;3,76
46440;329524;154,91
30934;350924;42,81
5645;328470;3,86
23404;327475;17,84
24131;329274;4,15
188806;514320;136,63
69809;335814;27,14
28476;326973;43,03
111987;431431;нет
95379;380607;24,8
173922;350064;39,43
69824;329949;43,73
16998;326379;59,57
164059;431309;42,76
91466;357988;62,3
48143;329571;50,2
50494;328713;нет
57011;369478;нет
50496;335671;53,19
97863;354992;нет
19829;337231;нет
13577;326742;12,1
64453;336310;29,19
155942;410834;нет
145657;431198;нет
30093;326589;нет
8821;326921;нет
187691;473717;нет
343005;533436;9,39
95405;328764;нет
95406;330337;нет
95393;330950;нет
95394;329106;нет
95396;329608;нет
95398;329439;нет
95409;333836;нет
95410;329526;нет
95413;329472;нет
95414;331872;нет
95401;338166;нет
95402;335655;нет
64404;338472;нет
108168;327706;нет
91385;328765;нет
30882;326599;нет
353145;327825;нет
63384;330081;41,08
19720;353761;нет
92625;353328;нет
127145;357975;нет
295143;529710;нет
122913;357165;нет
329981;567313;нет
71280;332921;48,99
62775;327747;111,64
107787;353605;120,3
169101;465857;9,34
29325;329247;нет
11147;326309;161,31
165099;428113;нет
5352;329677;нет
32493;415227;нет
8609;327344;нет
69125;364851;8
84134;371604;нет
4209;326911;нет
167814;328128;127,93
79557;354485;606,8
21595;326392;32,07
79556;335384;210,31
50619;524377;нет
50621;329240;нет
54614;526400;нет
44066;327335;нет
56174;329051;нет
66070;331679;23,05
66071;532406;37,41
24032;326505;нет
351589;567964;41,16
21776;437642;нет
21777;335927;32,83
23469;328001;19,72
49957;330911;нет
108203;357140;нет
108202;349469;61,72
7968;329342;25,65
227610;467448;210,02
132861;336517;38,4
81467;340890;43,45
33065;335504;232,43
136054;438275;59,43
298100;561035;39
301752;561033;39,68
61920;363039;нет
61921;363040;нет
11589;328202;120,29
98797;348996;нет
76130;333310;нет
167016;453053;72,94
327761;573130;124,17
175989;554035;нет
175990;554042;нет
60164;364615;24,98
9597;327750;нет
41715;335053;6,99
55894;335340;93,65
134422;359623;342,76
31569;327010;нет
108587;329420;23,6
30883;337655;161,3
109181;330490;65,62
314746;535550;117,04
109182;355978;66
330018;529867;119,18
389775;581833;82,92
50633;346329;15,27
155291;410743;нет
45766;328035;12,41
24270;326796;нет
90300;351411;нет
165709;326359;105,32
178195;359529;нет
68768;335748;нет
12300;326508;73,26
190592;452927;нет
99538;352318;нет
60621;373715;нет
60622;346660;нет
99543;353429;нет
124916;331595;нет
64439;362069;28,12
25476;326391;34,08
25477;470688;53,62
139312;359098;нет
5738;326620;5,88
99308;327068;172,46
153529;527477;нет
153531;528930;нет
5743;326273;нет
194014;513875;5,72
113009;469446;5,17
39567;331282;нет
98514;408584;нет
12882;336453;13,06
10380;327118;7,36
137686;410831;нет
137687;410835;нет
145714;437883;13,41
174426;568837;нет
174428;565377;нет
103455;431203;26,07
71516;370133;нет
107572;333646;нет
5106;328228;нет
44026;431434;9,66
27419;369987;нет
13747;354173;21,23
12118;327319;нет
194445;468783;нет
194444;467703;нет
287745;563118;нет
28252;326365;нет
28253;355023;нет
18730;328506;нет
11621;330817;нет
29432;329335;2,32
47981;348893;17,26
13966;330521;нет
13967;327565;172,94
82974;338019;43,44
3903;336964;нет
64258;369984;нет
64259;329978;10,68
11724;326579;нет
165713;533082;5,14
178287;439228;72,6
12493;336155;нет
95425;348687;127,35
56114;329743;34,69
129161;437633;46,6
8975;331233;249,59
5798;336143;3,9
5799;563836;10,76
79643;336013;243,78
50250;329195;48,45
17935;327654;нет
9945;358350;нет
99303;327214;266,82
11403;330484;156,15
188375;462082;97,1
223344;466518;нет
284121;496571;нет
97926;336007;нет
94889;337033;нет
94890;335679;нет
95459;335680;нет
94839;333308;нет
10075;361252;нет
21766;328165;2,56
8911;335277;10,16
51033;363298;нет
52048;362296;нет
172008;354770;нет
29496;336805;нет
191063;353405;15,25
5835;347794;нет
140299;573201;нет
111511;354352;14,11
21839;331603;40,02
26886;368422;нет
226026;468831;164,08
36225;333250;нет
99452;352516;нет
170571;431874;47,89
12018;328888;нет
8949;329930;нет
169533;432207;нет
76897;334539;нет
32485;327203;нет
8428;335262;нет
56019;329818;26,86
129224;439060;140,83
22715;328759;нет
62920;327089;нет
65743;327848;нет
75105;336592;нет
75766;331046;26,67
77283;335146;нет
108402;353413;нет
108403;353414;нет
108401;440012;нет
107309;354649;нет
62992;369728;11,42
43860;361805;424,55
33053;327968;10,67
29360;370379;7,13
21771;328625;нет
145665;431522;нет
107615;336293;нет
4267;328493;нет
112941;359193;285,51
133542;331003;15,44
99152;348151;98,1
48812;334214;нет
84237;353111;нет
95141;426092;297,98
92178;346101;341,72
46391;392093;нет
139042;462893;нет
2450;329444;144,28
27418;326340;13,56
7168;570865;нет
7167;328767;4,37
161596;431676;нет
5882;327892;4,58
136598;410828;нет
111034;356619;нет
111036;356696;нет
111037;356697;нет
111038;356698;нет
180387;463243;47,46
62646;328033;42,9
190230;331082;40
134114;358175;31,33
26201;326876;нет
9376;329496;нет
28183;327953;7,75
60240;326714;18,05
7188;327581;2,03
71099;332347;35,87
71293;333225;нет
112233;407411;12,69
115550;431758;нет
115553;431760;нет
115548;431759;нет
156705;328789;46,63
18708;328960;148,32
80069;331967;128,13
25240;328827;2,38
24758;328737;13,5
19110;331394;92,39
94694;358739;нет
66436;329431;54,15
11375;332904;80,32
135600;328275;46,75
97330;406765;нет
97329;356627;нет
285423;498724;107,15
110517;327187;нет
99300;327920;91,17
110750;327817;нет
26832;329481;120,64
99302;326344;107,21
10811;329552;нет
83293;330090;нет
81771;335184;88,74
236840;528918;251,41
118414;346009;нет
83539;378924;нет
63170;334975;нет
124103;438523;нет
112037;327690;6,69
47221;331558;нет
53309;356016;нет
121279;327379;44,96
122362;326611;нет
97125;529540;нет
24134;327872;нет
122181;330552;нет
117898;327114;нет
29393;327419;нет
82888;335575;35,56
119950;359476;нет
134545;524317;80,58
149266;465268;67,59
112132;356908;171,78
141075;360054;74,91
135958;333436;121,92
22056;330428;7,49
75801;330553;97,83
66302;352757;нет
110103;329900;нет
51209;330208;246,12
55279;329976;252,71
83309;326676;253,53
5248;327647;674,45
97127;345654;85,76
97128;345653;нет
105291;346678;нет
220709;532483;нет
45718;329469;38,77
389662;573207;нет
109103;328138;нет
6371;327946;нет
85733;329108;нет
10167;337991;нет
11365;350342;нет
5320;328291;нет
118153;357235;нет
118154;357236;нет
33763;328307;нет
175764;496461;нет
32043;353781;нет
137469;439166;нет
32041;350745;нет
244772;470724;нет
113287;554846;нет
19209;327806;161,19
103260;355083;137,42
201852;467040;нет
296701;564046;39,14
137995;487075;5,37
24690;361395;нет
82892;350252;нет
4376;349232;нет
12680;328362;нет
55966;345028;110,93
84700;328661;нет
50222;330735;нет
24206;361178;нет
7573;326689;нет
103439;330455;нет
156975;426026;136,59
114638;359758;нет
24124;329988;нет
110720;356347;нет
223337;327982;нет
222136;327268;нет
200612;332816;нет
223532;327984;нет
223538;327983;нет
223544;349728;нет
223527;349729;нет
147328;425705;нет
56211;347824;нет
71997;336568;17,97
62220;330281;нет
54287;330773;нет
41397;330161;7,18
193845;567297;19,82
227645;496488;нет
5260;351110;нет
3802;345595;нет
108640;357237;45,66
170774;329660;141,81
174103;353780;нет
66925;338425;160,28
19208;327807;118,97
82965;354625;нет
145707;438015;134,22
171151;439800;нет
39557;329579;нет
49724;346259;141,89
143812;329723;62,75
143809;329567;41,31
309184;526421;нет
5397;336452;151,16
10759;326306;145,91
26217;337482;нет
112059;327054;4,03
41633;336709;нет
174154;468152;нет
329974;530002;нет
52724;327051;нет
99598;328193;79,06
289662;554034;27,44
127623;327413;нет
127622;328226;39,87
88615;348536;48
25870;328292;19,84
97920;346097;нет
62935;332754;нет
13490;327616;5,51
66251;327196;нет
134982;559993;нет
111931;335099;3,63
51961;418064;нет
188804;496603;127,75
35586;328417;нет
327234;569290;20,02
136863;416894;100,7
117752;326432;61,31
114671;340589;68,13
12156;327080;нет
77360;349378;нет
177870;559153;нет
69640;331307;нет
31553;328797;нет
36212;332138;26,79
108583;416874;11,94
6122;326880;12,42
82443;530846;8,73
33749;354029;49,04
145693;424942;нет
145692;328100;нет
83508;344458;нет
83506;346363;нет
200616;466438;нет
128559;328844;нет
128560;428199;нет
295142;514303;нет
178172;359753;нет
85747;326737;нет
99613;349626;нет
156644;439396;66,76
156643;439392;нет
38242;327662;нет
132114;428192;нет
165100;428112;нет
165098;474336;нет
169053;439252;146,6
62601;335943;нет
23086;337930;8,09
104443;358706;37,42
104442;358707;43,3
100048;358708;нет
54762;361632;нет
102759;327824;71,49
44353;329785;нет
38325;332603;9,25
129473;357044;нет
13138;328387;6,4
135746;372022;44,7
4208;337931;86,15
101751;355806;86,25
394022;572801;нет
394023;572807;нет
3946;335589;нет
127601;359100;нет
174098;568166;нет
77369;352942;нет
92188;436181;нет
61616;331060;нет
72061;337011;нет
82440;338547;нет
85762;329003;нет
71820;334521;нет
85759;329004;нет
71821;336971;нет
62326;346961;нет
140653;348265;нет
75807;334388;нет
100107;336972;нет
44238;353854;нет
71819;337039;нет
44224;346995;нет
134936;327447;52,19
134937;326767;111,83
69925;337959;15,07
125387;467175;44,04
23168;329499;нет
84790;338886;нет
13824;326569;3,45
113003;354274;нет
18972;328632;46,14
49961;327199;45,97
301753;561034;47,16
349481;561036;49,14
55120;351530;нет
25561;336378;7,74
85767;330120;нет
150688;428256;57,12
61806;336384;24,06
3722;331486;96,23
136929;359613;148,28
111468;452024;56,45
350492;562202;81,59
99353;336530;80,2
102772;357291;нет
95263;352948;нет
95264;358789;151,7
122135;439336;нет
33458;371226;нет
295153;524394;47,08
54974;337075;нет
51037;329584;32,73
96911;347234;нет
112158;359720;нет
54787;326616;нет
124534;329176;97
29433;327976;нет
24132;329016;9,5
62780;328104;нет
169309;439167;154,98
33354;327809;11,04
6069;338162;нет
76530;331219;нет
76531;328371;нет
6494;327846;42,01
6495;348944;69,41
7790;332480;нет
48679;329845;17,61
307051;563117;нет
40829;335934;нет
153263;563119;нет
44980;332476;нет
282157;524316;105,3
137357;359836;33,43
137358;359389;64,32
13965;328405;85,78
7192;326434;2,89
19913;329691;нет
295304;557239;92
47032;331090;нет
155338;331619;118,74
171110;353623;106,81
91590;330298;123,06
126052;357503;нет
83555;361240;нет
112567;407931;28
48491;329630;нет
227395;557429;нет
84209;358251;нет
11267;329901;нет
19784;334997;3,29
5788;332315;нет
70316;330315;89,99
189616;452925;23,06
189617;452926;44,18
37044;329030;39,4
86243;332748;нет
138458;456440;нет
138427;438386;нет
86244;332750;нет
74290;340540;нет
74291;332112;нет
12049;328262;нет
25355;335772;5,52
303468;336717;нет
93690;332069;нет
25334;327224;нет
187246;438779;46,76
198875;411099;28,26
135849;438671;нет
70319;333277;104,13
115007;409164;88,67
94837;328029;нет
94684;326355;нет
155265;326986;нет
133996;431053;нет
29495;336804;нет
122393;330167;218,29
111289;356904;136,9
40096;336890;88,95
40097;336891;135,53
66276;329206;нет
70766;333829;нет
5383;360876;нет
111509;354353;19,82
144824;328049;82,17
118546;359099;нет
49875;330765;20,77
95920;347269;нет
11719;326578;нет
54966;332601;20,43
82101;377608;нет
98547;332643;47,09
56207;327146;нет
220707;467296;46,75
220706;467297;46,02
46948;327850;нет
298109;514064;42,3
55226;329561;нет
13145;369318;нет
11039;364758;нет
126962;347353;нет
90378;414466;19,49
314774;557202;88,52
314775;557851;91,86
100144;352093;нет
99763;352092;нет
7201;336165;6,79
123560;357941;нет
365100;574294;нет
379310;466583;83,88
11929;336904;нет
95463;356243;263,96
18530;329814;нет
126559;416061;31,69
139646;329745;нет
139645;336292;нет
139642;330193;нет
3764;327763;46,09
50906;335555;нет
28221;361236;106,63
4658;328499;нет
36343;329152;40,57
88911;336738;59,5
106234;532769;59,83
224874;531043;36,59
289652;528922;нет
265813;486490;нет
105277;354202;нет
136597;410829;нет
11715;333966;нет
326115;561171;83,66
326116;557443;120,65
54965;326780;23,49
29991;333142;нет
75248;408653;нет
84136;408955;нет
42165;365185;нет
73993;364815;нет
143910;468151;нет
143909;469492;нет
48439;382589;нет
59515;344739;нет
18895;332595;нет
18894;327450;нет
36676;328948;нет
54964;344484;нет
39132;363737;нет
196572;562277;123,23
3485;328521;122,32
79497;331467;203,59
79494;330222;203,59
79501;332071;222,03
79499;329424;203,59
7410;532657;нет
30596;532479;нет
14862;361255;нет
19506;328853;35,96
46343;332106;нет
64398;350567;нет
64397;351798;нет
67492;378927;нет
79503;379483;нет
108131;358312;нет
108133;358311;нет
108129;358310;нет
40614;346031;нет
95070;361562;нет
95072;327932;нет
95062;338206;нет
95066;338207;нет
126225;431187;нет
90831;410867;18,99
174628;533161;нет
11843;327130;нет
119825;438274;нет
10929;361611;нет
22082;326805;11,31
190969;497516;нет
295311;529890;64,48
145680;532176;нет
27653;329346;13,96
27652;327128;8,69
110515;327006;нет
27975;354081;нет
52443;364820;нет
55407;363971;нет
55408;363857;нет
128402;415075;нет
128403;353452;нет
324938;569885;54,39
324937;569886;54,39
328699;557237;нет
328698;557236;нет
136932;447943;нет
136933;438237;нет
180834;533796;42,84
268095;525977;нет
221459;470083;нет
221458;470056;нет
201831;470052;нет
221457;470055;нет
298126;563898;63,31
298127;563887;18,78
298117;532710;26,64
298119;563886;49,65
95073;349125;нет
78712;350012;нет
100126;416878;100,74
142091;530913;нет
35937;327688;нет
63242;330673;нет
87804;338715;нет
87805;344937;нет
4487;327689;нет
4485;326825;нет
4486;326411;нет
126215;431402;нет
126216;431403;нет
84805;350844;нет
186608;532035;101,97
56266;330388;нет
103216;533459;нет
78719;367826;нет
57101;382213;нет
13056;344576;нет
23087;532949;нет
12693;532004;нет
99291;438366;нет
149232;531115;23,44
172088;532597;нет
115558;469447;нет
115559;385012;28,59
161424;564400;нет
352761;564402;28,77
138609;358268;нет
138760;358922;нет
138759;360061;нет
50166;357486;47,57
90236;337388;26,09
90237;337565;69,68
122163;466364;нет
225551;466365;нет
288292;514553;нет
288290;514552;нет
4048;328903;44,32
180389;533513;нет
304107;569920;нет
138668;531951;нет
105544;409149;нет
33078;344577;нет
33080;385293;нет
235562;533151;99,33
7096;328856;нет
235562;569884;99,33
271306;328995;нет
9539;356014;нет
247708;524318;30,05
27585;533861;нет
247709;524319;56,04
49310;362498;нет
49311;363331;нет
4438;531729;нет
138610;415393;нет
103654;354554;нет
12720;327774;39,57
23649;383328;нет
99357;353343;нет
87536;346311;нет
18364;328591;19,19
235563;533148;нет
85343;339297;нет
85344;339160;нет
175343;564159;31,41
190222;447411;нет
54845;332189;нет
347236;346816;нет
126009;438024;нет
46345;328761;18,09
175342;575323;15,76
4007;364043;нет
32858;329965;57,82
95892;338345;нет
98954;358313;нет
49615;330312;нет
49616;330313;нет
82883;326795;нет
134113;360107;нет
87616;348040;45,54
12409;365598;нет
72534;328481;нет
45066;532215;нет
126030;438672;нет
66201;531631;нет
73997;330301;97,41
73995;334775;нет
66199;350868;нет
73996;330128;53,45
187578;378327;4,87
45771;390402;нет
52064;570270;нет
52065;366508;6,01
135585;413231;19,04
51309;327980;нет
30721;329458;нет
60002;345618;нет
112598;345962;13,1
28182;570134;нет
22281;327910;4,98
91288;353166;нет
86070;362294;5,55
60241;531603;нет
60243;533061;нет
92551;338308;5,15
62021;331071;нет
109796;533914;16,5
42575;327558;16,08
39299;531055;нет
189499;462080;45,84
5515;406777;нет
74540;331593;36,02
138350;513825;нет
74513;352453;нет
74512;332055;нет
33243;381258;нет
21467;580714;3,89
17035;393476;1,87
19880;344677;3,99
18787;363672;нет
10495;362508;нет
91534;346297;нет
19879;532983;нет
188472;439639;49,72
99359;346749;19,9
21760;327539;24,85
93031;344249;нет
171238;436224;52,77
71102;331807;74,87
351789;562282;97,27
351790;562288;65,53
71100;332046;нет
351785;562284;216,5
351791;562285;137,6
71103;330551;нет
30298;361825;18,95
35362;360872;нет
63233;327780;нет
36187;332157;нет
63232;352278;19,16
26684;532224;нет
141394;426089;82,59
18153;327250;нет
41317;366636;нет
5445;326933;42,78
43070;335598;14
43067;346489;нет
309750;529797;71,23
309754;529798;75,32
193446;529796;76,33
193427;529795;72,23
142281;567828;25,71
69542;364510;нет
69537;364513;нет
69540;364879;нет
69535;383323;нет
69543;364880;нет
69534;364881;нет
69541;366300;нет
69536;366302;нет
52619;362038;нет
188302;532292;нет
46820;328618;нет
46818;329896;нет
91304;377655;1,98
41126;570905;нет
41120;533434;нет
4840;382599;нет
4842;326348;нет
82150;327228;нет
94551;327902;3,24
13521;346312;нет
22139;379093;2,88
4844;414210;2,8
13219;361195;нет
51048;532243;нет
68087;366892;нет
51053;329985;нет
111921;531444;46,95
111919;530929;45,38
111917;531441;45,37
111916;532121;45,79
111918;531648;45,37
75233;533225;нет
129165;332777;40,3
149126;431639;38,41
133818;332980;45
84211;327339;нет
74515;331768;нет
94909;359459;нет
74514;331767;нет
74541;331769;нет
94908;415720;нет
84212;327338;нет
19505;327479;35,96
112502;431146;141,67
6865;326305;101,1
54161;329732;25,71
111920;347064;25,71
54164;329984;25,94
54162;334525;нет
54163;331129;25,71
10338;327302;нет
182534;533960;нет
150001;531258;нет
110752;407413;124,72
134962;487053;126,15
115549;359093;нет
115552;359092;нет
13470;329897;нет
44536;327705;57,92
25647;352534;нет
6877;327685;нет
97337;350373;119,18
117745;431421;нет
97338;341637;нет
31744;328289;нет
97339;354273;нет
97335;345484;61,22
117742;431422;нет
32953;531991;нет
19504;327703;нет
19710;326891;нет
69567;333929;нет
110696;357987;87,11
181370;570280;нет
286772;533145;9,25
102546;356499;нет
49629;336788;нет
49630;438705;17,3
117720;326270;8,03
71789;365172;нет
40651;328545;66,26
121280;531832;нет
64586;331675;нет
64585;326282;нет
17001;326944;нет
44499;375596;56,46
44501;352369;нет
145718;327373;нет
172918;531760;нет
83097;327374;нет
12463;361066;нет
83098;561143;нет
110698;357714;75,76
110699;336719;нет
107769;357561;нет
63768;366196;нет
63770;367876;нет
31892;366741;39,68
63771;366878;нет
81769;381751;нет
155290;467372;нет
9027;533988;нет
19407;331130;16,37
138846;413223;нет
167145;470059;нет
158972;470057;нет
167146;470060;63,42
121219;357881;нет
111472;360291;нет
111471;439359;нет
85721;330078;нет
44131;328979;нет
153414;425227;нет
62224;329306;97,44
65888;345564;нет
126566;418079;нет
6491;326923;нет
7427;327890;нет
137184;533729;нет
146509;533916;нет
112877;531143;нет
176255;569968;нет
178867;554879;нет
122966;554886;нет
122968;533261;нет
86140;350101;90,1
284980;524330;нет
239530;470072;40,82
239531;470074;65,16
174357;466388;124,04
174358;466389;207,71
190532;466390;нет
190531;466391;138,78
56590;329166;30,76
114398;333396;44,5
88541;332244;32,76
274974;496588;76,24
70340;531317;нет
19507;327478;35,96
188003;554043;64,22
55182;329167;127,61
55183;328961;202,07
91338;347235;213,5
80070;335523;нет
55184;329168;нет
55185;332709;нет
55186;330320;нет
55187;330321;нет
26073;580640;45,98
26074;326848;нет
30075;327045;нет
97111;532656;нет
317303;569577;54,69
317305;565382;54,58
97107;343811;88,57
21214;326893;нет
199407;533153;нет
91581;380760;нет
74019;381706;нет
113327;404187;нет
82152;345749;нет
198706;533059;нет
23653;344620;нет
7940;362370;нет
49894;364478;нет
22271;370215;нет
83939;327564;3,31
49632;363109;нет
24724;326580;нет
83938;330855;3,31
83936;336427;3,31
83937;331661;3,31
84138;327122;11,08
84137;336423;4,54
192798;578693;нет
57033;362656;нет
130406;531867;нет
82156;533081;нет
76209;532428;нет
33884;532081;нет
82155;531490;нет
21218;533084;нет
5543;326637;3,1
24757;346819;2,7
10331;327488;3,2
83611;332972;12,74
56155;361570;нет
46789;407955;4,1
21333;367371;нет
21330;345623;нет
13335;570546;нет
118811;532423;нет
140275;531060;нет
7368;326478;2,14
35616;333093;нет
4856;333842;нет
4854;326775;нет
38123;330930;нет
26462;326677;нет
160899;466432;23,05
189546;466433;нет
56015;335231;нет
107702;533056;нет
107701;531661;нет
88215;531844;нет
56014;379728;нет
56013;329611;нет
56012;362118;нет
69580;332995;нет
149397;532828;нет
149393;531745;нет
18767;333164;нет
18760;328982;нет
88407;531750;нет
137619;533628;нет
88399;333846;нет
12359;366061;нет
10619;361187;нет
12360;327509;40,1
12358;326895;59,68
80081;334548;нет
81419;352159;нет
74542;334352;нет
63541;364940;нет
134665;564371;55,55
30169;533099;нет
26781;366486;нет
26780;366487;нет
5554;365095;нет
36145;366484;нет
33239;366485;нет
62022;366483;нет
61946;366146;нет
61947;366147;нет
7814;366358;нет
68681;366192;нет
19111;328549;нет
71979;364891;нет
164493;532330;нет
159322;531670;нет
6186;365923;нет
9680;361302;нет
41364;328063;нет
44672;383422;нет
89225;385392;45,93
89229;377605;80,24
19106;327742;нет
198711;496403;117,59
144147;437558;нет
233063;533755;76,44
11377;533048;нет
66439;345421;нет
11376;327094;125,19
134993;358375;нет
89473;338673;нет
64209;437708;нет
155945;533187;нет
84140;347518;нет
155944;466402;нет
343570;564585;нет
97031;430888;нет
126835;449815;нет
94941;351490;нет
65889;333389;нет
65890;332090;нет
106167;424724;нет
65891;332091;нет
149058;436233;нет
65892;359223;нет
106169;424725;нет
84655;332474;31,7
84657;353202;34,28
84659;346355;51,33
185313;558702;21,51
185314;558865;34,98
9743;531239;нет
114619;531364;нет
114621;533029;нет
123745;468169;3,52
5556;327839;нет
4863;380623;2,37
27533;383367;нет
96896;417622;нет
24119;360920;нет
55667;362531;нет
46154;346250;нет
46156;346215;нет
4864;326745;нет
63468;330573;нет
32342;329987;нет
88328;342634;нет
88320;342635;нет
89962;350917;нет
93344;350470;нет
37000;331168;нет
244711;555014;нет
135202;498713;23,69
318108;564361;118,11
199519;469517;50,48
68738;330788;нет
140439;533160;нет
91354;342618;нет
91352;347161;нет
111831;357805;22,01
316953;570131;4,47
25485;342545;нет
174087;570398;нет
147980;532017;нет
50362;368537;нет
178012;532972;нет
178309;532696;нет
52436;338021;нет
136879;359861;13,29
154535;425159;35,56
7291;326514;14,84
145500;533186;нет
178941;532551;нет
181277;532461;нет
189502;533642;нет
189504;533351;нет
189503;533667;нет
142698;533859;нет
53209;533842;нет
154072;531357;нет
178927;531040;нет
178928;532840;нет
182785;531170;236,87
168065;532887;нет
240587;533751;нет
185319;531673;нет
245103;533838;нет
138208;533319;нет
148904;533102;нет
169370;532449;нет
149401;531493;нет
148934;532487;нет
169373;531791;нет
258507;570218;нет
101797;569922;нет
249223;570069;нет
277965;569926;нет
177970;569989;нет
67299;570407;нет
55842;570070;нет
175068;570238;нет
66977;570379;нет
66976;569994;нет
67138;570114;нет
67148;569923;нет
67158;570449;нет
67321;570534;нет
67323;569864;нет
67320;570001;нет
143221;570159;нет
40756;569955;нет
58475;570063;нет
40757;570541;нет
42384;570023;нет
67100;570436;нет
85083;570090;нет
67114;570386;нет
85105;570243;нет
127665;570346;нет
67117;570472;нет
180706;569987;нет
75731;570027;нет
55650;570269;нет
58477;570313;нет
59420;570268;нет
46654;569937;нет
46655;570438;нет
178419;570242;нет
41598;570277;нет
67006;570434;нет
46660;570419;нет
67187;570521;нет
67005;570437;нет
46661;570335;нет
66999;569931;нет
67004;570420;нет
143220;570473;нет
140289;570406;нет
249941;570548;нет
101833;570461;нет
191758;570388;нет
383169;570219;нет
251666;570116;нет
168370;531487;нет
168369;533538;нет
154223;570037;нет
156913;570410;нет
163938;569917;нет
161805;530926;нет
3811;327886;нет
150889;569863;нет
8702;335922;нет
103172;437767;нет
65970;330752;нет
14003;361615;нет
253750;331281;нет
143855;532295;200,17
70277;367901;нет
4868;362056;нет
69581;344240;нет
12478;360969;нет
64511;531822;нет
185299;531165;11,91
21625;533241;нет
185106;533769;12,34
21624;327945;нет
21626;328626;нет
30648;326452;нет
30647;330278;нет
108568;463285;нет
87633;326852;нет
6873;326718;нет
17179;347533;нет
83298;532217;нет
5924;369350;нет
7125;327919;6,99
33101;328231;17,97
13812;327963;37,09
49896;369534;6,29
5924;474337;нет
83301;335182;нет
85726;533079;нет
11112;354229;80,3
327532;565396;87,44
112283;357087;нет
110766;533531;19,19
63238;344418;нет
63239;346818;нет
84141;339855;нет
27672;328355;нет
8788;330332;нет
59772;333214;5,3
27479;361709;нет
29391;326396;нет
86011;379720;46,15
108275;531121;нет
167168;531512;нет
87789;533572;нет
11583;361154;нет
11582;329857;нет
11581;327185;нет
11585;327019;нет
11584;327485;нет
149035;530963;нет
6555;470735;нет
196820;470079;нет
190600;470077;21,73
219802;470076;нет
189033;563888;57,95
174561;533536;нет
174564;531354;нет
174563;531848;нет
174573;532553;нет
174557;532859;нет
11242;326536;нет
2435;329110;нет
91708;343762;нет
81577;533444;нет
81583;531798;нет
75598;532717;нет
14946;532230;2,13
29139;533858;нет
148162;532233;нет
14951;531890;5,33
70002;531477;нет
70000;532097;нет
110165;533997;нет
110167;533239;нет
295726;570126;нет
16088;533458;нет
16096;531981;нет
167785;531875;5,1
16678;531303;нет
162459;530992;нет
55748;531110;нет
82957;468168;нет
112773;531335;нет
266628;570460;нет
240480;569946;нет
240485;570513;нет
240486;569936;нет
240533;569934;нет
240513;569935;нет
240488;570503;нет
364707;570032;нет
115590;359470;нет
115592;359471;нет
63169;334974;нет
7504;327030;нет
38289;329134;нет
32289;329007;нет
78776;327526;нет
147054;449837;нет
189009;558866;нет
240781;570367;13,08
189318;533455;нет
376723;570310;нет
376721;570311;нет
376722;570309;нет
376682;570312;нет
29810;361015;нет
189194;464062;нет
82449;330452;нет
82450;563889;54,16
284024;527160;нет
3494;532488;нет
160901;533913;5,68
